"srtm","clc","temp","ndvi","savi","x","y"
229.153479593942,1,23.0754632220797,0.594960888106566,0.398434609925619,746596.313606446,713275.652486308
223.184539748449,1,25.5239640727629,0.448783630549337,0.288895391324107,746930.643018133,713035.646802569
218.298234844949,1,20.0226711466549,0.558214740966378,0.304172831661603,747975.201507938,713353.735059572
212.077241969784,1,19.7879116339133,0.574382544685521,0.34265677757919,748248.617710411,713343.394645414
204.969050850563,1,19.1712465665026,0.487644142846975,0.271665316224486,748921.111515088,713407.2008266
226.805893844999,1,23.0894839097917,0.410482194467826,0.25529906986811,749465.574210658,713148.404704489
197.832179782698,1,18.2180316598157,0.560391223059572,0.345168306046832,750335.144537566,713391.474898692
232.897446596759,1,21.2061878319236,0.478126143542484,0.321911342631971,750922.888740867,713052.344295286
230.29946592057,1,23.8371912792039,0.486667306669023,0.318622166435107,751555.886319158,713019.054510946
237.653443677648,1,19.9396337604621,0.44260151513771,0.262215712844279,751966.198524014,713268.26461477
222.736048398372,1,21.4449880920131,0.417849797058663,0.208595337823265,752381.106932577,713223.004791928
203.060421863093,1,19.3959525036359,0.57297703945758,0.288021524795255,753116.040549842,713275.925992397
199.511376428896,1,21.6742861808512,0.554324158311741,0.281088625927076,753463.848127207,713384.601117886
212.319737762361,2,23.5030492461545,0.545351205726405,0.305453942245372,754526.204550865,713200.924158533
207.035154218983,1,23.6045166905275,0.555279829123478,0.302237489396155,755046.697152322,713271.18528141
214.287277430247,1,22.3177946398472,0.492489665372039,0.272801357837155,755196.541663477,713012.859646432
234.39324806911,1,17.6954111006559,0.594249230797926,0.402056723144837,745842.575863895,713870.139146807
231.294542885475,1,22.3875489420229,0.45877349801711,0.319099657966945,746597.226349648,713952.368791378
227.619703522364,1,22.7266494840117,0.482537770087786,0.339980619345223,747381.339887458,713766.304830075
226.863296345401,1,21.9127998876681,0.482399673794884,0.312631601521695,747547.343931724,713651.235194246
230.305782178543,1,21.7214957050651,0.376099955354108,0.1841841074488,748195.349958104,714068.382546612
219.150735353344,1,13.8379421646252,0.38114121055714,0.278906238695733,749092.404119503,713876.383070154
197.482232408512,1,15.5807131378071,0.466863346747903,0.325548934775422,749337.129284614,713709.381543439
203.636952316577,2,15.5233200660991,0.487126458976887,0.300976005909165,749941.655851793,713981.656613143
223.476503021018,2,15.5736388944345,0.499714450898918,0.296065390178959,750718.716495977,714053.866005306
229.265050899595,2,15.4414522141757,0.571722192810119,0.379686601067714,751092.037067317,714034.001248035
221.360668312425,1,21.3871850308495,0.491035180010414,0.311803755664598,751813.336600961,713934.122536446
235.158994448141,1,20.9554936923348,0.545006606710288,0.350244427221194,752200.054538687,713621.066336586
190.474148353556,1,15.7636678776812,0.481090493455338,0.222695848738436,752924.541651145,713735.460096394
188.499375965035,1,18.8081003822505,0.562926193298825,0.269196706742273,753411.072002179,713533.106119375
183.251948616503,4,17.2002654347307,0.154450351868419,0.0468053087712914,754133.445656088,713984.825314883
206.756373859805,1,22.8460517376253,0.571019143795073,0.319112417850161,754970.070180314,713903.263924428
214.196130666052,1,23.0063526979072,0.449008787404331,0.253457519085805,755329.41433371,713537.764236563
238.193037964285,1,15.5171868461158,0.562495262519437,0.392440338468072,745667.968512708,714455.143031373
231.581279084643,1,19.0814844911353,0.491465233723986,0.327330459594632,746482.375148498,714383.94708413
224.663549190998,1,19.677405809478,0.49762597223882,0.308112360383644,747330.616068052,714369.085439269
234.586749458902,1,19.5330328851833,0.497523268088256,0.343933744880917,747549.290301083,714546.49569792
231.50294220952,1,18.5344234579717,0.389583401029589,0.275493581808679,748354.607561664,714222.310899917
237.698080503475,1,18.2671382165884,0.512045834015193,0.347745390663111,748698.314654999,714481.850785544
196.043348708606,1,16.3032098360849,0.497850996260402,0.339470145063918,749273.793722337,714472.371635105
198.62384268182,1,15.843843610099,0.494658239303469,0.344160611631164,750289.969982321,714584.639878891
228.361170408449,2,16.5789617615573,0.580292054240271,0.32926883570199,750857.181020406,714182.504800547
234.879955445834,2,16.2717645666371,0.701430325004156,0.488766602599775,751235.326279622,714491.59627181
233.552204807095,1,16.4879545315429,0.493215352590343,0.333789502649827,751666.025335424,714234.814857226
189.466315541217,1,18.9648945685571,0.656839259031246,0.43647553237166,752686.513011504,714225.51228022
194.91620838752,1,18.4388759809979,0.69820811518814,0.47556113429765,753256.237530243,714657.847922282
184.82259434637,1,17.3360732811874,0.63243503834784,0.379332670170226,753854.860468096,714628.496748601
182,4,15.4815189152167,0.129895149211,0.0396386996742007,754094.799595967,714416.684000598
202.786176027189,1,22.4722054834558,0.511111555828766,0.328978372629444,754881.906008906,714573.065361316
218.303744387187,1,25.0546027140955,0.436795733343919,0.255618182933382,755289.878374462,714331.420621563
228.246120772567,1,15.5164392165292,0.514804159619073,0.34007912565635,746170.747456261,715178.724070418
229.969363316374,1,17.3838473102948,0.402218088475262,0.264112069835725,746655.413730317,714887.263640095
230.991916885482,1,16.5837337127318,0.478837585758188,0.338610739614131,747229.67619474,715093.277233019
233.477669372073,1,16.6648195750645,0.516598194350763,0.358631810572238,747497.97188586,715029.553738985
247.498376590669,1,17.9875535013252,0.476850117393486,0.304523527552047,748455.036842126,715223.228543611
252.148090516376,1,16.3399514149101,0.562174745742856,0.351525848458875,748957.910078938,715130.016614058
189.812335749813,1,17.1050555859128,0.496143686355945,0.331916475810311,749577.858909202,715247.966068289
194.08725384605,1,16.2152050964739,0.53351923879794,0.340865535667342,750283.441660725,714720.335752259
199.097986558018,2,12.5502691537702,0.471035350124588,0.315057392791813,750699.345721441,715194.681646914
196.796888238642,1,21.1844011378696,0.568848323726202,0.371514790472165,751439.390373169,715243.598553071
201.018033638316,1,18.6461472232193,0.595037959674933,0.398263151289612,751782.424646292,714759.270298311
196.563490734657,2,14.5552063512247,0.634249131809259,0.388269179651964,752627.866310511,715080.273251684
209.392987627866,1,19.039628695129,0.702908664927064,0.479034597289261,753335.443208949,714808.202987171
189.912320810263,1,20.8098872741285,0.519608036182866,0.32616312705825,753889.869805628,715167.436755279
195.8221714002,1,20.3718726846499,0.483869218382741,0.301293239049286,754413.368970933,715262.179385873
195.904546862815,1,22.6382211971049,0.478419135616869,0.261836460514409,754828.872116798,714814.951977667
221.57427913925,1,22.606245783377,0.454668755618705,0.263252507775413,755383.253850104,714808.19742166
218.37948979724,1,22.4025715156421,0.515223113495588,0.299464933065921,755916.582381327,715101.913977946
241.725512439075,1,15.3609514530007,0.44459306564351,0.293269206309688,746150.04179808,715728.351188324
245.2967575265,1,15.1649208228172,0.44638235507159,0.291293577480088,746257.636121862,715729.167936557
239.52008062094,1,12.5296320267769,0.451745473468826,0.296040349221538,747033.136060378,715705.420242738
228.651999694164,1,11.1461335484402,0.408332286658419,0.233840077671915,747636.277378834,715891.455671696
244.696926290734,1,15.6709294260571,0.50234594839352,0.312328521942237,748417.927268831,715796.827227355
244.879942717585,1,15.1529959086624,0.440629224206735,0.265077289867613,748851.841971664,715715.607686012
217.152402948169,1,17.3887087045496,0.465254519910225,0.319556445301928,749421.151595263,715341.356698965
184.925181024802,1,15.68742703736,0.482708168918329,0.31869492115886,750296.39281042,715433.883924498
185.97189355203,2,15.7003089938907,0.542054953561894,0.305341145695764,750935.585447697,715421.82735044
178.559658697407,1,16.5905893750849,0.494478481906078,0.314984969032265,750990.421287884,715642.385788281
194.101312646332,1,19.8097752782329,0.493658489020331,0.303050632189807,751633.851466568,715433.626644572
197.262901700616,1,16.1604302751582,0.628628376734411,0.40014971364566,752279.07253236,715854.415939229
191.476710811458,1,17.0502929707992,0.524454880864368,0.328085622200648,753303.246879416,715822.499625502
194.764502492126,1,20.0866952556652,0.544251474890407,0.320595437330885,753655.641218276,715357.517956812
184.497419119543,1,18.8532082646859,0.555650246770695,0.329501108092511,754182.900749614,715519.70812691
