"srtm","clc","ndvi","savi","x","y"
NA,NA,0.517981381391145,0.330868536591227,748826.745268408,721211.161809932
240.951725912587,1,0.527528705384415,0.3408735353855,748916.745268408,721211.161809932
238.638462684247,1,0.506654116582656,0.325244587709771,749006.745268408,721211.161809932
237.671852832437,1,0.52209525429111,0.337085549895366,749096.745268408,721211.161809932
235.746164483417,1,0.524026518804935,0.33843569884943,749186.745268408,721211.161809932
230.686340214547,1,0.617136456911823,0.405117360767043,749276.745268408,721211.161809932
229.886583302539,2,0.671802498015488,0.446640378911562,749366.745268408,721211.161809932
231.764685657183,2,0.652801040025919,0.43106511097458,749456.745268408,721211.161809932
235.578791823377,2,0.5881371571524,0.38459867445871,749546.745268408,721211.161809932
244.910172331043,1,0.498721640912236,0.316485541679744,749636.745268408,721211.161809932
255.828666310369,1,0.500051761182677,0.313590961198184,749726.745268408,721211.161809932
263.559336254928,1,0.515644189517743,0.324613415871205,749816.745268408,721211.161809932
270.097996244942,1,0.524052134874751,0.340927959056023,749906.745268408,721211.161809932
271.60124422393,1,0.492890838901141,0.328123998999425,749996.745268408,721211.161809932
271.233872891837,1,0.5295875240049,0.343483558477235,750086.745268408,721211.161809932
268.801975981719,1,0.608017297376722,0.392286345591785,750176.745268408,721211.161809932
267.53068866197,1,0.622409730904776,0.395951540256164,750266.745268408,721211.161809932
269.415214783367,2,0.572877658957122,0.3400040032562,750356.745268408,721211.161809932
271.577888851769,2,0.569372926849719,0.339051880580164,750446.745268408,721211.161809932
271.799880912595,2,0.544226208888927,0.328358863694024,750536.745268408,721211.161809932
273.276758767921,2,0.53819025470315,0.317615051459079,750626.745268408,721211.161809932
274.178265449712,2,0.498628919863933,0.289493343247958,750716.745268408,721211.161809932
273.342261506963,2,0.508258784337027,0.31898573555366,750806.745268408,721211.161809932
271.468537035139,2,0.499270621750937,0.308744888619573,750896.745268408,721211.161809932
264.609741869731,2,0.552115290755476,0.34256936516168,750986.745268408,721211.161809932
260.113749350907,2,0.577148711984402,0.365989871924829,751076.745268408,721211.161809932
260.619106182338,2,0.58584942550567,0.374452414982732,751166.745268408,721211.161809932
263.584588568795,2,0.581396748733824,0.371019886316406,751256.745268408,721211.161809932
267.023169579294,2,0.583020463475485,0.367429618184204,751346.745268408,721211.161809932
266.941913254587,2,0.583218389368392,0.376161995315445,751436.745268408,721211.161809932
253.042647405791,2,0.544921624942266,0.354337080415363,751526.745268408,721211.161809932
245.498165734627,2,0.571461626054384,0.375212091836755,751616.745268408,721211.161809932
235.335535067653,1,0.567349679937504,0.379713439205694,751706.745268408,721211.161809932
227.932472937865,1,0.59268942530906,0.412932367950095,751796.745268408,721211.161809932
226.694163410376,1,0.578079288333236,0.404875814019227,751886.745268408,721211.161809932
226.206824562458,1,0.512903021679523,0.354776437241316,751976.745268408,721211.161809932
224.355619563014,1,0.451423281201395,0.310109608883895,752066.745268408,721211.161809932
222.847725320943,1,0.467369096061319,0.318052807650635,752156.745268408,721211.161809932
221.986577403025,1,0.460228323091857,0.306870392416387,752246.745268408,721211.161809932
221.270985543149,1,0.503310444876704,0.333981872717815,752336.745268408,721211.161809932
219.291532343023,1,0.495546916358781,0.332185130118505,752426.745268408,721211.161809932
215.553148891346,1,0.470804781103516,0.318154407776634,752516.745268408,721211.161809932
214.035501665267,1,0.532079570726012,0.354320278816182,752606.745268408,721211.161809932
215.249945334444,1,0.490477804060247,0.315751766094322,752696.745268408,721211.161809932
216.847965297398,1,0.499668043837741,0.320662165996117,752786.745268408,721211.161809932
216.622639528723,1,0.522747230334109,0.347884412863427,752876.745268408,721211.161809932
