"ndvi","x","y"
0.584693279408285,745605.423603254,714947.523352798
0.526107537054707,750592.32468271,714407.767328542
0.614377622090294,752720.78442331,714619.449907985
0.473433691624045,750259.52782015,715418.132596608
0.56749312012971,747792.976284391,718560.825468
0.419874914014099,750405.474625568,715302.274749871
0.522578499770436,756732.926485633,720558.759274032
0.516839754488586,755695.728732579,719212.624244016
0.483781176676954,748827.393114568,715012.927109893
0.520539266368321,752271.002575982,718844.65056501
0.45861393011857,748112.154891508,713038.864737447
0.529527392408611,750809.569933336,718604.888779592
0.423205878880519,749679.377641523,713404.258744266
0.498753870263798,746946.96955457,716193.08952577
0.555479933912998,750182.193668916,719260.660151239
0.552277022685697,749560.115323021,719000.37019312
0.455439453715953,746476.327141075,717428.889010619
0.508295615730774,749724.722010317,718620.75742818
0.547177407475655,752961.333319413,719189.482858773
0.504558298928907,747226.343840313,714801.277592029
0.40977318017575,748163.195773506,714982.153476771
0.464683834207922,747467.04377324,715227.125433084
0.511727108305582,752800.832899533,718302.496672045
0.607400966330576,752356.50051053,713351.87920339
0.422865624954816,749055.844640745,714476.922738995
0.492405548575573,756808.063159388,720283.82612839
0.462082568957787,747949.041897034,714736.480270993
0.553217094062294,754385.955357453,714415.673787367
0.433323459963469,754135.413733708,718531.156347092
0.516095517240125,756767.552993548,718848.422745313
0.60206534198155,746856.118640146,714535.258196067
0.472093773679189,752764.415354197,717265.724164393
0.652366905974993,748764.589906571,712732.655740526
0.437641985363665,749017.672253706,713060.909162235
0.485762589134365,754873.916726642,721077.656845745
0.569293248203168,755028.849414074,719886.714182567
0.666983027000994,751124.749976658,714255.411810126
0.561410049272413,750221.641632378,719984.688867401
0.586709452035416,750945.801351064,719237.953074645
0.42273982555338,749465.775270077,716508.696570691
0.462828380419963,748417.243096757,715965.939275246
0.515979727324599,752261.162330225,718650.320906933
0.561997364864632,749160.634217641,718968.423794281
0.464097488795356,755211.148771677,720784.243148562
0.556893686656905,750670.193341538,713161.724718805
0.486994114199527,749112.726526084,720214.460316744
0.579961439445643,747082.902629728,720254.348603707
0.37384954865932,748604.969180253,713883.654906821
0.484407015314448,754969.415859604,717110.759209316
0.483705417019887,755332.47551825,718141.602642309
0.648579597038538,752495.460663939,714696.88276298
0.393543654599434,753652.473451391,720518.757493418
0.53392854306973,750748.838253637,719475.058459263
0.496822997383619,755095.58983331,714165.062815171
0.410494435185249,753902.997622631,721177.687288892
0.517575432852383,747253.116092734,717361.114419471
0.510339453271774,750862.105311855,715579.184271839
0.50420088037711,755124.050952279,714055.664352026
0.56854393095415,748027.264670337,719160.228452977
0.509972748381117,751361.062422109,713012.793838825
0.595680381790526,753256.631084279,720040.104406696
0.5284890784584,754726.517190427,715425.322189476
0.553330390396152,755929.219306434,714891.892540079
0.498216006008841,755168.86283337,721162.425285574
0.489690962434113,747601.828261706,718034.486361515
0.574992529864029,747097.301337902,714319.29368652
0.564237982127604,755586.960372991,717469.076328348
0.530567040933053,749971.648612892,717107.516885322
0.227047696390203,748118.41218687,718354.165647473
0.567780098730083,750943.678157177,719737.537977021
0.515637261393065,746021.223253613,718299.438780766
0.552076498855324,753431.080039885,712820.666570734
0.635834479592792,749101.272847032,719346.456189599
0.50946505956713,751355.68197809,720005.713700052
0.488726574700366,748594.066332929,721064.861244258
0.615773733645622,754263.345417947,719668.424143489
0.483776061196253,753668.074453029,720668.696257692
0.495370313784344,751019.123166512,719064.196443181
0.459839302068181,746923.78958024,717478.884510916
0.515158556306206,755451.686631559,715090.047834214
0.493672513665978,752867.549929005,715617.341735359
0.229885319573939,748414.719557086,719604.063734185
0.567041277193128,756453.806951115,720323.021105897
0.54413336307253,748244.295815074,712856.414801698
0.412256649937828,746046.696720814,717803.234535974
0.393231979941376,746884.799940648,713950.664414611
0.535405409834899,752221.947282398,718286.188810389
0.631413484481219,749112.503952085,720874.257031675
0.372949701927109,749882.363559183,714257.477499988
0.417366388270489,755288.811476038,714109.422634166
0.484513811543448,751230.366855004,716796.295350712
0.591845578405247,753965.01889824,715261.165699061
0.482196997063922,747846.741218263,715951.406970244
0.541268579525245,751635.14429014,720714.051435139
0.231828821803489,748628.249047423,718545.623991411
0.491196206702576,755500.82511329,717495.645224672
0.506301732608806,752392.802967265,713782.674418535
0.495710381767338,751793.555891554,720600.00353634
0.211831556713481,748285.841850183,719034.836230274
0.474825491981734,749800.107402234,714308.569711294
0.53949823218639,749206.216784658,714359.335193332
0.59262862104244,748229.907783853,720879.714915972
0.599477557443335,749707.617272284,715267.375717681
0.547518030859209,749386.628700906,714269.796324741
0.486677003037434,748782.713862405,713404.110227671
0.47603582734733,754527.019506461,717972.658364546
0.482430841251552,750382.422614988,717479.637148153
0.45934418177666,754749.645978192,712631.856367733
0.605709041051819,751783.564670182,713716.045007255
0.567349679937504,751735.353244356,721220.738668736
0.441347144350582,756274.656094148,718541.734620031
0.509332421420942,752710.948062985,718983.75746287
0.639457825286727,751983.01262329,714662.798049446
0.449991825268663,750284.203387437,717395.738938969
0.518259099646932,750727.041420966,714801.655119654
0.65950691947403,747040.873231009,714850.964407619
0.456104603543235,756216.440771395,718578.351949077
0.448733700633435,755323.616301295,717885.598484721
0.501629726522512,755442.172338884,715885.595599186
0.538673779417531,755032.096753694,714662.805031907
0.46037998669822,756504.728081993,720069.43336248
0.573945956071476,749015.919261576,715201.626209091
0.508754116140878,755268.008595219,716879.128836241
0.552493338194697,756064.101662525,720357.767447304
0.515924730765344,749372.518749464,714670.560801547
0.512207186955587,754613.51361767,717803.718341436
0.436590117040719,746446.353908082,716232.192039486
0.500643029864136,749659.828174201,714157.714766111
0.236094944723982,747801.346586359,717032.136328589
0.42473494873516,751570.779463468,716516.955045309
0.593339456124896,751331.60555228,714564.778892916
0.609666900380547,748907.648490002,720386.587276902
0.404301353000973,754141.905565407,719966.511858772
0.574622390143502,748921.148458017,717906.021067571
0.571097665185023,751911.148310267,715066.195076849
0.350011413158014,749137.435590579,713838.318665098
0.536469871091884,751455.19686655,718558.643832278
0.47580200419864,754796.543021187,714930.878977176
0.425039764983003,749444.612758002,717189.746817496
0.577347341483049,750683.845211285,717678.737212863
0.438210497882148,751208.874730623,713035.622389313
0.574418505652636,756348.824875053,720554.812526178
0.426341754752691,754963.228483376,712924.506176483
0.505802004856287,748751.294841828,714871.421319392
0.467621406146671,746724.331740573,718205.949859168
0.621583191656448,750639.999868466,714558.671352115
0.447178382311221,745935.203327349,714549.66990627
0.630552085635926,749710.541469107,719875.968728881
0.197718355560613,753592.525585586,714117.963925596
0.394205108034946,755646.436281322,716655.288571786
0.476925849189086,755124.140987833,715170.414022725
0.491520109304451,748836.050057571,715531.699908596
0.53965792251723,756121.228518981,717816.790541705
0.545933249442423,750758.32682795,719917.538960051
0.43851204040263,756428.537692599,719539.563760158
0.544226208888927,750495.73981922,721174.146809202
0.52256551146358,753177.81390387,716079.158759709
0.467147660286792,750638.515348987,715974.113081243
0.635825166945696,752608.426979136,717538.475261923
0.499470826751696,748301.844655973,716707.428202476
0.37701367630822,752643.542907677,717826.780944165
0.608008109906839,752592.797917233,713869.70095716
0.491147539514483,746266.855839934,718069.741662141
0.586876523011391,752928.287511367,716412.069464546
0.543518133739441,746059.870190188,718080.855057906
0.564003302219808,752836.346233172,713926.299491446
0.456401414645094,748983.858285263,717559.299439859
0.373043013558189,751920.573999142,718488.473538976
0.596550946664311,752776.180317498,720478.178829994
0.551008136517235,747074.85704336,714707.149651568
0.428314346032117,756227.37453451,718738.274919908
0.593415959130388,753947.434831058,715156.261824291
0.474767273975441,745875.250099116,715100.626418959
0.425620345926615,750145.36910337,717414.733016189
0.459720566547571,755998.804774129,719345.880077254
0.501468258977744,745741.767780987,718013.777660724
0.52234328134595,754328.658931198,719951.178761493
0.372318619236141,746352.134138507,713350.482455786
0.403249545772843,748217.782300437,714320.107783895
0.408368097395531,747160.04613669,715599.841027629
0.622036920023185,750439.935475729,718612.954471108
0.47658375470022,754888.223230339,715522.07815833
0.495403902319686,748757.206687758,714730.583622228
0.471715476304018,754652.939034985,716171.995832097
0.61117021134454,754381.499646063,718902.867107015
0.45236497829661,747213.804861855,715722.906716984
0.313196572927853,753216.74756664,715037.254294377
0.488171164909124,750113.614852578,713225.910960879
0.490967965377249,755681.269334502,714043.824168812
0.479248354498645,746824.668722408,717028.811691623
0.584313654094987,751297.117059672,718497.911447953
0.61160061648796,751870.71905454,717074.203193557
0.419707306445626,749706.006015894,716491.519397717
0.447094110202766,754410.553186842,715784.823715683
0.429115224240317,746525.700800506,715986.697364222
0.466579848562554,755156.350754871,716189.401392486
0.514106396276407,750175.052608274,715055.120208334
0.518794019738621,754918.568863285,716873.888100233
0.471573345981655,748553.869308893,713750.623216402
0.426057036574769,750370.675971761,716409.889818352
0.576936348415128,749323.238585218,714487.678667378
0.529405669420708,751959.903443645,717352.994646575
0.552399297638553,750455.92527863,713144.794044193
0.569717927960987,755448.941920368,712794.049036574
0.342453508771606,750802.625997119,712940.423569527
0.488726574700366,748527.191640109,720996.25530779
0.536793560040968,749696.936378888,715116.460133117
0.52715211914686,749177.636827381,719849.912479144
0.402512794502602,746970.058128122,713938.867554437
0.477413421501631,755148.040573298,715077.67536461
0.637753543654743,748847.014968005,719669.087660309
0.337926684179142,755308.727384765,718737.787779119
0.523323391712403,752676.589612566,716443.957823064
0.414219218543735,755020.396331131,712846.408814933
0.446786027689322,749160.073140083,715954.74722169
0.604575134601074,749169.656114407,719562.216467705
0.410846830439994,751197.456137546,714958.270480182
0.561855309280196,753154.646631706,715736.67622387
0.518873507892783,749483.334523725,715324.212452244
0.604491264154443,751866.005805592,720014.98204447
0.541635413939602,746525.861479054,713570.08442096
0.601927801133895,749039.517728783,719891.851990145
0.422422564621997,747664.274409219,713582.245594185
0.618800872277915,750334.044434969,713181.077695709
0.514619626210836,750996.965776469,717962.117234837
0.285202297213996,753813.314972214,717635.573274788
0.50658149228212,755445.161800306,714048.713190775
0.492926840843009,751942.151613656,716145.52230842
0.569717927960987,755507.166775734,712775.238643732
0.459972195997858,754874.9545679,718968.48713934
0.432838725399706,748344.341394891,716426.575531509
0.556893686656905,750627.462875304,713239.512325447
0.48609568103788,746130.376068636,717670.367014851
0.549164966868068,755841.636223289,717572.315209132
0.612431223969136,748194.397973715,719941.167256754
0.436261866860199,753987.646055546,720879.293626767
0.32625244653052,751679.581408085,718498.510577675
0.421464293365656,754644.971205144,720566.273707222
0.472790237630415,746750.602644627,719654.197873842
0.496730963099792,754877.743990823,718427.317946326
0.544961621279878,750872.111303188,719691.907427903
0.422997679598858,749825.267381667,715734.51889902
0.524170429221826,753112.613243767,720207.388172444
0.520563629602028,750555.964633772,717727.888086881
0.509778900454509,747869.468643645,719485.495709028
0.61858352928408,746504.939664121,719060.888913345
0.588975997334436,752712.863676379,717491.382037174
0.485773860108158,747888.491209237,712988.654076379
0.445452332736894,747198.998007761,712983.596411195
0.495488375297998,750724.598112787,716437.91221514
0.538412472302439,748014.036011872,720805.88520981
0.550750615546185,750848.143525744,713630.264818739
0.449912192533826,755113.473477884,716817.657216337
0.427138879893091,755820.02857386,720537.504557293
0.446344439896556,746499.121337327,717279.260636937
0.497803473738408,746065.617999068,715832.378842976
0.531349622299097,755440.078040896,715965.964336466
0.503788581416699,753604.514943185,719938.314005282
0.504256834517117,750097.046359939,718773.972157385
0.497891216504487,747717.734004083,718427.88246147
0.587598729153539,748604.299369169,714649.209392514
0.600517870057746,752066.92054358,713802.848048802
0.564251095985912,751996.975920993,713518.056407046
0.476072934598903,747806.218970328,715742.815076109
0.373564481542264,746817.156049543,714053.594940599
0.614281964339633,749720.398350364,719750.67041434
0.449306312506233,755279.325938217,716193.028123971
0.48629086921991,750869.338893663,715409.172671359
0.379918084526438,748339.609738047,716887.708681073
0.416177883280789,747357.493031513,713405.660512965
0.448733700633435,755281.877165577,717912.275109287
0.557216895144007,751631.00387351,720834.883893799
0.4936159793235,749903.589965311,715183.069580715
0.503481037846439,751337.187011478,717236.874157932
0.367773925257964,749483.085912013,713586.715083119
0.539930810880563,752566.419636892,719218.37912127
0.440926292611889,754498.413825499,720149.113159623
0.490412492184486,756066.906459514,719804.310059022
0.577089632584731,747121.467868459,718989.08744603
0.476306897040491,754369.800748398,712807.592620324
0.259179085554968,748400.783428127,718349.715134498
0.460779102323941,749925.864301511,712725.131102201
0.650620104412875,746025.615510057,713639.583026092
0.527722668775446,751795.129725387,719468.717093538
0.563242886636431,748158.448652114,720194.760906395
0.550632967897616,753671.477859245,718866.973801401
0.615136284456231,748646.858373453,720435.974691581
0.557325685455887,754489.760001487,715342.727912065
0.60988543829291,752901.799725735,714772.212617915
0.553845851521807,750625.916021267,713250.414869409
0.515663786601786,755572.516905182,715144.708418842
0.509346982518314,755404.331062439,715723.982084315
0.457342992731143,756120.07719918,719382.557585012
0.537614574985831,750415.961721107,715396.308293339
0.475028939412602,750255.453461172,712935.60863487
0.437377227884966,754731.572783122,717099.606280472
0.217777266314823,748340.656257655,717517.459811639
0.413655489068342,748420.500219149,715067.734621909
0.424313451461382,755192.581088954,717659.216646846
0.491196206702576,755512.045605261,717505.516553145
0.434416973934619,752439.275343272,721087.997284528
0.427401678581653,746992.823872905,715627.434995841
0.524024080097244,753183.477050267,716340.932431366
0.618115757988613,751607.240677326,719856.267377283
0.512026549327028,747905.258537488,719619.010261443
0.484913729185428,749632.909204172,717487.362191748
0.604435501962486,751574.266443712,720969.351599362
0.608759527792581,753424.336629176,715680.817293297
0.557892573846818,752667.688158845,717248.736030828
0.437939818737241,754111.349541683,712861.150549497
0.588597701348771,754522.046476517,714943.653939065
0.600550036263826,749529.436799103,718252.142153379
0.597302561729258,754070.605813524,719034.720238145
0.513438227430134,750712.033392017,713350.767020728
0.572652288560381,748429.262295001,712821.521838676
0.424151220706207,754601.872163179,718016.705446091
0.227047696390203,748071.365647918,718348.725204241
0.579377442734839,755979.626825886,716496.429703008
0.463594930406412,749958.993164642,717153.060736056
0.490711206929305,753028.232748591,716199.689433645
0.503867584678777,746061.76239519,714493.198204931
0.577219174654233,746483.195907505,718845.087947469
0.519868163235117,746533.63583305,718104.821274724
0.575463507050188,753079.944817541,718151.26631349
0.551704244087043,748074.344892785,720708.2649105
0.570059079566145,752043.448068133,717403.927920904
0.477643186941596,747082.706253115,717457.202880379
0.516417598116741,752757.240359901,716374.170762446
0.480042343511782,754516.684930065,718524.506260451
0.4790383960165,747208.303745923,717466.607659381
0.397567606842127,749881.686552068,718991.800418641
0.529564548004176,755442.854753669,716617.08929598
0.632435490442613,754143.385265354,715371.373411488
0.414974367600534,756566.194688346,720976.293191161
0.639096866558858,753426.218713428,714756.510735672
0.12525700196673,753732.884084399,714019.660825726
0.478523780392349,756334.091170855,718952.750002813
0.585855304103619,747727.51068046,718802.725560065
0.472569165788578,749501.9641019,714958.035884794
0.405207797919847,753762.243294181,720685.205379572
0.438117009753254,748251.146413121,716260.247270536
0.555381392971311,750317.935873597,712706.217376586
0.514425606548383,754081.295526317,712866.813081648
0.392341043350794,748304.046127993,714393.302564915
0.498369085003109,754084.29082387,720142.017999958
0.46633307893299,748056.435223805,714626.033529487
0.226821423941433,748505.229003314,719425.19023649
0.580075825072058,747099.697629701,714538.291689973
0.601370611893281,750219.211005076,718445.476089638
0.475945091888802,756809.83357475,720364.9910593
0.495546916358781,752446.955252016,721215.978714671
0.628205918035172,753389.018120639,716606.440759894
0.48196816862027,747934.234529318,716246.134158593
0.605851031367122,751646.870050506,719994.311788451
0.408481647435554,750367.871813472,714163.545273613
0.551626138400887,746270.292011512,715403.223836195
0.62613068490079,755849.230995847,719963.178847279
0.344878859847668,754078.858115479,718203.445358571
0.211831556713481,748273.210068467,719012.360560592
0.538217770443193,749408.576275002,715236.354761418
0.481175697310867,746128.708452204,715894.100962427
0.472455398410824,745647.865794444,716986.273610141
0.484490210295385,752622.55064136,718367.389498498
0.438086758682805,748428.272018341,716668.446995687
0.43243145179997,754853.367673593,713209.522079747
0.558205113801823,750098.923441033,719581.333710622
0.401289699932718,755681.980363092,718310.43232001
0.455554846512878,751976.243464945,718621.11736789
0.410473092314233,753940.207205136,721211.3579753
0.504940428644869,746946.168304138,717913.410134312
0.52549215356857,749055.758772715,715594.412752908
0.477939122719975,751023.518741539,713378.878745135
0.649934307112049,754011.867038027,713692.905973639
0.45899183002561,747123.698840482,716219.171078127
0.509509947023041,751910.645825545,715977.967451807
0.555348783159225,751288.415543322,714056.140829023
0.522128914328467,755726.721462804,714806.251425441
0.652023274584125,748974.487772173,720799.007075723
0.583652555442349,754971.53421267,714603.680886697
0.595610525123973,752372.816266514,720027.739995789
0.563307037700985,746978.285890651,719936.635215353
0.251210252947728,748012.933789551,718310.404661741
0.613375074565162,747690.119371546,717034.828876849
0.596258640149147,750469.252903819,713204.811610427
0.497632135211472,749757.413490988,716200.192842703
0.475113055738243,751633.778228412,715448.409129228
0.544838202112517,750573.10402932,718894.455468874
0.545865029582317,748157.185490442,720621.50510348
0.531285721782992,750618.28263657,718287.669450115
0.588597701348771,754474.159345812,714908.776001107
0.540751965760905,755116.534101245,720989.658087488
0.475117879795923,748054.875598409,715270.938870754
0.631208780887424,755419.605589389,712663.885610621
0.452727807309523,752553.021717333,712961.784791421
0.474214417119903,747103.079264195,716673.813009631
0.591993649178963,754245.756086804,715986.039832082
0.553806735369562,751488.042942142,713676.318373006
0.58258488225383,750236.054237621,719566.385473456
0.487508204573537,752692.573856107,715000.598192658
0.240777645362634,751515.146613862,718111.139307242
0.579573658306704,753125.260843978,719988.74128155
0.515322986378181,750029.298145006,716775.691503506
0.567583901839601,749302.303157969,717026.955228146
0.563562786347807,752424.960725411,714097.363317158
0.47747104760697,755046.38203655,720846.461702656
0.58405694732954,752083.794633368,715069.786721017
0.405112733265488,750872.786841291,715837.180038016
0.689072245417149,752810.239704148,714333.284437429
0.484950178202428,749250.852437493,712834.984541755
0.542565464153034,750494.217887829,717393.438897129
0.668451870871939,753027.174644543,715271.669025715
0.539374222578507,755426.96818082,717443.592024814
0.596589206257091,748551.940067216,720679.076126959
0.578838200393932,748538.155129434,717395.738963109
0.535156120060504,752195.888969978,719300.434711199
0.64147232517387,752307.804944006,718040.058115643
0.608233955367777,750942.362999919,714367.428217229
0.507583873843246,747563.211849717,714401.887982037
0.436981791089425,750031.984356505,713172.893972244
0.448891708541462,754767.401025639,715256.844519522
0.276241971539546,751892.267251549,718422.981894609
0.382663927049415,750888.760817713,712890.121959444
0.587155881214496,750866.921995772,719162.559711706
0.43503723119886,755768.693027146,718126.622767817
0.418434536209557,748842.673677242,716432.030156922
0.518553030115816,749291.026508211,719948.306405317
0.523288120268749,751829.371639482,717220.747347396
0.603864080002389,747947.77654515,719942.391573187
0.130982758303537,754308.162390018,716365.312651169
0.505982767044316,749329.88463394,718283.53635646
0.370727374262736,749169.966980839,717723.786395188
0.605851031367122,751599.413401628,719914.800483655
0.592118931836624,753955.620308918,715802.13463768
0.541515756765418,750562.362629647,718699.615505781
0.445153705619844,749023.957896748,713551.757582124
0.175716723684925,753391.334042559,713914.752619859
0.244360534165814,748682.135244006,718737.861427885
0.499095073307019,752667.522980115,719346.062781956
0.444169111850106,755444.616573179,720237.674926292
0.488514265122103,746555.613740123,717472.161817547
0.481311929989397,755832.400005072,715977.242617678
0.507992882386538,755646.633440343,715739.511597749
0.505919556234011,751807.568044563,718579.528939273
0.652115617855552,746991.993247549,714898.019235875
0.617337286350037,748567.361335725,719880.319296714
0.522673956227597,750989.395652447,713587.253229465
0.605285402441992,752913.992115745,720053.852767047
0.579559936254763,746118.478423181,718020.628756132
0.629464867758614,752983.92527897,714606.382682543
0.574445490672049,752111.310392326,716951.190368529
0.538716950605629,755943.762023059,715072.066923898
0.431821743233541,754060.184557416,712688.046674501
0.426240094985956,748061.79304184,714684.097290184
0.482018435597407,747286.246297137,713018.301630314
0.51359403258243,748867.658192197,715251.749075424
0.548257339632547,751863.330747409,720091.503280994
0.396360060735559,749347.026869046,713087.931916486
0.483131518848442,746708.772004343,715032.3136875
0.51758471559974,753646.365361911,719636.309558075
