X,Y,2000-04-08_TPZ,2000-04-08_NDVI,2001-05-13_TPZ,2001-05-13_NDVI,CLC06,CLC06_wiosna,odl_od_morza,InsCalk_2000-04,InsCalk_2001-05
475140,5979450,18.70105,0.109756,28.087006,0.135135,211,3,3149.85718,52.378819,73.722267
471810,5979480,16.999481,0.132353,28.533386,0,112,2,1784.43274,51.422169,72.992867
470370,5979570,9.292755,0.355556,20.879456,0.160494,312,4,1049.57129,52.383064,73.747696
475710,5979570,18.514343,0.150685,29.212372,0.203008,211,3,3225.52319,51.357189,72.903923
470220,5979690,8.714691,0.319149,21.778198,0.176471,312,4,872.066528,51.833824,73.334732
479670,5979690,16.999481,0.068783,26.291168,0,211,3,4440,52.438068,73.767151
478410,5979720,14.540131,0.381818,28.707733,-0.228571,211,3,4009.9126,51.461403,73.016632
470040,5979780,13.321869,0.192308,22.187683,0.155556,313,4,690.651855,51.857349,73.330742
468750,5979810,9.964569,0.166667,20.994263,0.234043,311,4,210,44.76968,67.724617
472860,5979870,10.218384,0.285714,20.591248,0.184211,312,4,1934.24402,48.630074,70.793076
472860,5980290,15.467712,0.088889,24.478333,0.023256,312,4,1544.34448,53.072227,74.254211
470100,5980320,9.271118,0.301205,19.982758,0.157895,312,4,256.320099,49.004585,71.081726
475140,5980410,18.963318,0.162162,27.844574,0.169231,211,3,2238.9729,51.925629,73.365074
474510,5980590,16.53125,0.487805,23.579437,0.380282,243,3,1868.93018,52.41127,73.737617
472110,5980620,9.912445,0.220779,19.633301,0.184211,312,4,939.14856,42.437988,65.648201
480060,5980830,19.265625,0.135802,28.523773,0.2,231,3,3542.0332,52.045864,73.465515
472020,5980920,7.606995,0.358025,20.730865,0.184211,312,4,632.850708,50.291462,72.141022
475560,5981040,13.137054,0.114754,23.248688,0.163636,243,3,1800.25,50.998657,72.657097
475260,5981100,16.812836,0.253521,23.73996,0.291667,231,3,1632.72778,52.051487,73.469902
475380,5981130,17.759003,0.145455,25.997162,0.244444,231,3,1650.81799,52.324215,73.673691
476250,5981370,9.499756,-0.217391,12.019745,-0.38983,512,6,1760.82373,51.713345,73.210457
474000,5981490,13.52832,0.12963,22.64801,0.154639,313,4,853.814941,55.090187,75.751389
476190,5981700,11.560364,-0.103448,13.900177,-0.333333,512,6,1432.79443,51.710167,73.208626
474810,5981820,10.855255,0.261905,19.401367,0.15,312,4,804.984497,52.07375,73.496017
480060,5981850,24.415192,-0.021583,30.750061,0.058824,211,3,2617.05933,51.387875,72.963058
474120,5981880,12.527405,0.221053,21.966125,0.230769,313,4,523.92749,54.739525,75.470123
479070,5982060,18.137207,0.100775,27.191162,0.044776,211,3,2013.57886,51.144943,72.779083
474210,5982180,12.185852,0.288889,23.650513,0.168539,313,4,268.328156,46.078049,68.683762
474870,5982420,9.067078,0.27907,19.625336,0.228916,312,4,268.328156,49.09034,70.866776
477720,5982780,13.52832,0.02381,20.799713,-0.107692,231,3,882.326477,51.702934,73.206421
478380,5983440,13.137054,0.157895,22.77948,0.163265,311,4,474.341644,51.699821,73.206619
477750,5983590,10.781281,0.355556,19.868652,0.135802,312,4,123.693169,51.698421,73.205818
481890,5984460,14.695282,0.106796,24.0224,0.044248,411,5,1207.47669,51.686371,73.196869
481290,5984610,12.744598,0.135802,21.804169,0.173913,313,4,764.852905,51.688301,73.199951
482310,5984670,10.033142,0.311111,21.726196,0.142857,312,4,1207.47669,51.684319,73.195679
483390,5985030,13.52832,0.11828,21.726196,0.102041,411,5,1621.11072,51.677429,73.189728
484560,5986080,14.135376,0.204082,19.31604,0.300971,311,4,2430,51.667194,73.183823
453090,5971590,16.235779,-0.016949,28.087006,-0.113043,123,1,3164.25342,51.820217,73.27803
454770,5969910,14.307434,0.053435,24.0224,0.032787,231,3,4183.89746,51.829567,73.279419
475590,5974170,17.320679,0.239437,19.762054,0.493151,211,3,8245.14356,51.796337,73.266113
