"","X1999.09.13_NDVI","X2002.08.20_NDVI","CLC06","CLC06_p_lato","odl_od_morza","InsCalk_1999.09","InsCalk_2002.08","s1","s2"
"12484",0.555556,0.494253,313,4,1294.17932,43.900169,68.517204,467370,5977980
"12485",0.422222,0.466667,313,4,1400.07141,54.369019,70.084106,467520,5977980
"12486",0.5,0.36,313,4,1506.28687,49.300865,65.272057,467670,5977980
"12487",0.39759,0.333333,312,4,1591.13171,42.924778,60.836349,467820,5977980
"12488",0.37931,0.376623,312,4,1739.48267,48.405712,65.005791,467970,5977980
"12489",0.402299,0.369863,312,4,1809.22632,43.663063,62.751747,468120,5977980
"12490",0.44086,0.425,312,4,1916.71594,46.958199,60.958553,468270,5977980
"12491",0.471698,0.435294,313,4,1931.45019,53.163116,65.098976,468420,5977980
"12492",0.527273,0.445783,313,4,1859.51611,54.423744,69.938683,468570,5977980
"12493",0.454545,0.489362,313,4,2008.20813,47.453236,67.7005,468720,5977980
"12494",0.44898,0.444444,313,4,1928.65234,46.332756,57.880924,468870,5977980
"12495",0.591241,0.52,313,4,2001.24963,47.074017,63.347942,469020,5977980
"12496",0.469388,0.448276,313,4,2095.70996,44.423454,59.046452,469170,5977980
"12497",0.5,0.452381,313,4,2192.46436,47.723701,62.338017,469320,5977980
"12498",0.495327,0.454545,313,4,2096.7832,48.767113,65.156517,469470,5977980
"12499",0.469388,0.407407,313,4,2245.39526,47.310596,60.687504,469620,5977980
"12500",0.452632,0.444444,313,4,2229.9104,49.484024,64.354416,469770,5977980
"12501",0.466667,0.454545,313,4,2353.04053,49.312836,62.045872,469920,5977980
"12502",0.552,0.454545,311,4,2419.60742,47.989605,64.076317,470070,5977980
"12503",0.581395,0.519231,311,4,2440.34839,47.246765,65.414574,470220,5977980
"12504",0.611511,0.538462,311,4,2501.53955,49.504829,65.927605,470370,5977980
"12505",0.56391,0.504951,311,4,2545.93799,50.167358,65.001251,470520,5977980
"12506",0.428571,0.421687,312,4,2619.63745,51.93224,66.944199,470670,5977980
"12507",0.425532,0.384615,312,4,2617.05933,50.326153,65.78833,470820,5977980
"12508",0.409091,0.342105,312,4,2724.72021,51.681355,67.057755,470970,5977980
"12509",0.4375,0.456522,312,4,2871.55005,50.358551,66.628983,471120,5977980
"12510",0.454545,0.382716,313,4,2887.646,50.424435,65.274261,471270,5977980
"12511",0.42,0.382716,313,4,2899.93115,48.792057,64.655762,471420,5977980
"12512",0.443299,0.358974,313,4,2991.88892,48.869705,64.059669,471570,5977980
"12513",0.4,0.358974,313,4,3007.19141,52.18232,64.470856,471720,5977980
"12514",0.428571,0.333333,313,4,3164.25342,50.937202,67.84494,471870,5977980
"12515",0.428571,0.358974,312,4,3166.38599,51.49461,66.456017,472020,5977980
"12516",0.413043,0.358974,312,4,3220.63647,50.626484,67.472855,472170,5977980
"12517",0.425532,0.342105,312,4,3421.84155,52.97583,69.153519,472320,5977980
"12518",0.419355,0.350649,312,4,3435.88428,50.685963,64.704247,472470,5977980
"12519",0.338129,0.292929,243,3,3528.54077,52.2337,68.242622,472620,5977980
"12520",0.473684,0.390476,243,3,3535.03882,52.958061,66.809593,472770,5977980
"12521",0.436242,0.384615,243,3,3617.08447,49.771492,67.296028,472920,5977980
"12522",0.50365,-0.111111,243,3,3690.12207,48.197376,64.051285,473070,5977980
"12523",0.503876,0.485149,243,3,3814.24951,48.197372,64.171883,473220,5977980
"12524",0.328358,0.372549,243,3,3848.42822,50.341103,66.318939,473370,5977980
"12525",0.414634,0.411765,211,3,3888.56006,52.879631,67.443047,473520,5977980
"12526",0.486239,0.350649,313,4,3911.52148,43.507401,62.209808,473670,5977980
"12527",0.425532,0.382716,313,4,4014.73535,45.167542,60.193611,473820,5977980
"12528",0.5,0.375,313,4,4073.04565,46.960461,65.306854,473970,5977980
"12529",0.422222,0.333333,313,4,4206.53076,45.656063,64.379951,474120,5977980
"12530",0,0.260504,211,3,4167.7334,45.394043,62.884285,474270,5977980
"12531",0,0.443609,211,3,4293.77441,47.537216,63.46661,474420,5977980
"12532",0.006211,0.462687,211,3,4274.02637,47.869278,63.774731,474570,5977980
"12533",0.318519,0.32,211,3,4413.67188,46.85321,64.026146,474720,5977980
"12534",0.333333,0.359223,211,3,4523.53857,47.820255,63.692822,474870,5977980
"12535",0.347826,0.339806,211,3,4458.81152,48.211437,63.80003,475020,5977980
"12536",0.333333,0.2,211,3,4515.77246,47.819099,63.422691,475170,5977980
"12537",0.2,0.2,211,3,4639.14844,47.912758,63.739983,475320,5977980
"12538",0.216,0.134615,211,3,4629.72998,47.474384,63.072502,475470,5977980
"12539",0.272727,0.070175,211,3,4686.53369,47.512375,63.446941,475620,5977980
"12540",0.061728,-0.026087,211,3,4705.50732,47.876244,62.932228,475770,5977980
"12541",0.462687,0.333333,211,3,4828.88184,48.930779,63.627502,475920,5977980
"12542",0.29927,-0.016667,211,3,4847.85498,47.280331,61.999657,476070,5977980
"12543",0.538462,0.472,211,3,4919.45117,47.499443,64.048851,476220,5977980
"12544",0.531915,0.392857,231,3,4905.80273,48.117126,63.532288,476370,5977980
"12545",0.528571,0.448276,231,3,5047.22705,48.376755,64.525261,476520,5977980
"12546",0.006536,0.496296,231,3,4997.13916,49.015976,64.717308,476670,5977980
"12547",0.19685,0.549296,211,3,5098.32324,48.879383,64.05191,476820,5977980
"12548",-0.033557,0.535211,211,3,5169.7583,48.652794,64.045258,476970,5977980
"12549",0.606383,-0.025641,211,3,5211.80371,48.229214,64.579475,477120,5977980
"12550",0.593583,-0.026549,211,3,5286.98389,48.927624,64.059456,477270,5977980
"12551",0.580645,-0.033898,211,3,5388.82178,48.1996,64.05648,477420,5977980
"12552",0.567568,-0.025641,211,3,5422.61914,48.203751,64.060364,477570,5977980
"12553",0.017341,0.216667,211,3,5465.02539,48.202164,64.057968,477720,5977980
"12554",0,0.056,211,3,5522.771,47.619892,64.078262,477870,5977980
"12555",0.028249,0.056,211,3,5569.74853,48.311832,64.062973,478020,5977980
"12556",0.076023,0.070175,243,3,5628.5791,48.199898,64.056244,478170,5977980
"12557",0.070588,0.059829,243,3,5603.49902,48.197281,64.056458,478320,5977980
"12558",0.065089,0.391304,211,3,5683.39697,48.196964,64.05304,478470,5977980
"12559",0.25641,0.344538,211,3,5752.80811,48.199276,64.053047,478620,5977980
"12560",0.081081,0.111111,211,3,5825.40967,48.197273,64.053047,478770,5977980
"12561",0.401361,0.37931,243,3,5806.06592,48.19635,64.052368,478920,5977980
"12562",0.366197,0.391304,242,2,5922.24609,48.196045,64.052597,479070,5977980
"12563",0.486111,0.295238,242,2,5929.46045,48.19696,64.052818,479220,5977980
"12564",0.474359,0.383178,242,2,5919.81397,47.61253,63.396927,479370,5977980
"12565",0.489933,0.474576,242,2,6043.12012,47.041706,64.045044,479520,5977980
"12696",-0.15493,-0.093333,331,4,0,33.282402,55.943253,465420,5977830
"12697",0.2,0.169811,311,4,67.082039,40.239826,56.880516,465570,5977830
"12698",0.529412,0.402597,311,4,169.705627,42.918968,59.843376,465720,5977830
"12699",0.6,0.454545,311,4,276.586334,40.48407,61.101334,465870,5977830
"12700",0.538462,0.454545,311,4,381.837677,42.017609,57.875076,466020,5977830
"12701",0.551724,0.489362,311,4,509.116882,44.631714,63.618244,466170,5977830
"12702",0.565217,0.515152,311,4,615.548523,51.13287,69.417229,466320,5977830
"12703",0.574803,0.529412,311,4,721.248901,50.852547,67.379288,466470,5977830
"12704",0.470588,0.435294,312,4,827.586853,52.858032,66.812729,466620,5977830
"12705",0.514019,0.515152,311,4,954.829834,46.744827,62.714462,466770,5977830
"12706",0.534483,0.5,312,4,1081.66541,46.920929,63.041523,466920,5977830
"12707",0.5,0.5,313,4,1206.73108,49.542141,62.889191,467070,5977830
"12708",0.469388,0.439024,313,4,1340.63416,52.205563,65.708969,467220,5977830
"12709",0.5,0.458824,313,4,1421.44287,49.378025,58.973972,467370,5977830
"12710",0.428571,0.386667,313,4,1506.28687,45.873028,68.216934,467520,5977830
"12711",0.428571,0.386667,312,4,1633.55444,47.31234,63.310005,467670,5977830
"12712",0.452632,0.407407,312,4,1718.40039,48.505539,63.16803,467820,5977830
"12713",0.402299,0.376623,312,4,1803.24707,46.751141,64.406853,467970,5977830
"12714",0.431818,0.378378,312,4,1930.51807,45.452217,68.310081,468120,5977830
"12715",0.522124,0.477273,312,4,2040.22058,47.513199,64.278503,468270,5977830
"12716",0.485149,0.432099,313,4,2032.26477,42.096397,63.020325,468420,5977830
"12717",0.5,0.452381,313,4,2066.5188,45.602718,56.688148,468570,5977830
"12718",0.474747,0.448276,313,4,2066.5188,39.727802,57.912201,468720,5977830
"12719",0.490196,0.435294,313,4,2081.27368,45.255627,63.463737,468870,5977830
"12720",0.443299,0.376623,313,4,2219.39185,47.67263,66.056068,469020,5977830
"12721",0.48,0.421687,313,4,2241.78491,52.741837,67.453827,469170,5977830
"12722",0.530435,0.466667,313,4,2248.59961,50.015903,66.519325,469320,5977830
"12723",0.479167,0.392405,313,4,2324.75806,51.067764,65.914543,469470,5977830
"12724",0.53719,0.515152,313,4,2395.49585,51.937473,64.472443,469620,5977830
"12725",0.5,0.460674,313,4,2371.70825,49.946098,66.735832,469770,5977830
"12726",0.480769,0.489362,313,4,2466.57666,50.033222,65.802963,469920,5977830
"12727",0.5,0.444444,313,4,2542.75439,50.417389,65.697746,470070,5977830
"12728",0.559055,0.505155,311,4,2635.3938,50.80024,65.941643,470220,5977830
"12729",0.6,0.514563,311,4,2658.00684,51.669598,66.134056,470370,5977830
"12730",0.6,0.555556,311,4,2629.92407,48.960537,63.462593,470520,5977830
"12731",0.59375,0.54717,311,4,2668.65137,49.518044,63.491711,470670,5977830
"12732",0.446809,0.407407,311,4,2765.86328,52.811226,66.920753,470820,5977830
"12733",0.44898,0.380952,312,4,2884.52759,50.268997,66.920723,470970,5977830
"12734",0.413043,0.404762,312,4,2973.7854,50.263168,64.201286,471120,5977830
"12735",-0.2,-0.155556,313,4,3046.44043,48.198147,64.053917,471270,5977830
"12736",0.590551,0.519231,313,4,3021.67163,48.198341,64.054153,471420,5977830
"12737",0.4375,0.4,313,4,3126.48364,48.589645,64.654831,471570,5977830
"12738",0.406593,0.454545,313,4,3220.63647,48.205406,64.699814,471720,5977830
"12739",0.433962,0.375,313,4,3249.01514,48.91655,64.073975,471870,5977830
"12740",0.443299,0.333333,243,3,3339.17651,47.566025,65.294022,472020,5977830
"12741",0.416667,0.367089,312,4,3434.70532,50.451836,63.949421,472170,5977830
"12742",0.44086,0.407407,312,4,3515.12451,51.658134,67.150482,472320,5977830
"12743",0.465347,0.350649,312,4,3488.91089,49.675888,68.709541,472470,5977830
"12744",0.466667,0.395349,243,3,3684.01953,48.198914,64.054169,472620,5977830
"12745",-0.333333,-0.166667,512,6,3665.65137,48.198914,64.053932,472770,5977830
"12746",-0.322034,-0.191489,512,6,3785.35327,48.198914,64.053703,472920,5977830
"12747",-0.333333,-0.191489,512,6,3863.94873,48.198296,64.053703,473070,5977830
"12748",0.352381,-0.183673,512,6,3958.40869,48.198292,64.053474,473220,5977830
"12749",0.480315,0.5,243,3,4018.76856,48.198898,64.054169,473370,5977830
"12750",0.333333,0.24,211,3,4038.42798,47.049911,65.162682,473520,5977830
"12751",0.286822,0.215686,211,3,4139.78272,47.630165,64.424294,473670,5977830
"12752",0.395833,0.35,313,4,4151.93945,50.331165,65.883957,473820,5977830
"12753",0.312977,0.271028,211,3,4295.13672,49.09626,65.318375,473970,5977830
"12754",0.414141,0.380952,313,4,4317.70752,48.267246,65.508446,474120,5977830
"12755",0.405941,0.462687,313,4,4396.20313,48.211811,64.44677,474270,5977830
"12756",0.018634,0.432836,211,3,4349.89648,48.95155,64.298065,474420,5977830
"12757",0.268293,0.423729,211,3,4467.88525,47.873676,64.711823,474570,5977830
"12758",0.2,-0.033557,211,3,4538.63428,47.061779,64.720566,474720,5977830
"12759",0.349593,0.018868,211,3,4540.41846,47.655502,64.717545,474870,5977830
"12760",0.370079,0.288462,211,3,4601.3584,48.217949,64.075905,475020,5977830
"12761",0.183333,0.151515,211,3,4715.729,48.217339,64.075684,475170,5977830
"12762",0.163934,0.145631,211,3,4752.98877,48.053543,63.519051,475320,5977830
"12763",0.012048,0.115385,211,3,4781.40137,47.481846,63.586288,475470,5977830
"12764",0.017544,0,211,3,4847.85498,47.527382,63.417076,475620,5977830
"12765",0.0875,-0.034483,211,3,4876.26904,47.517757,63.508453,475770,5977830
"12766",0.090909,-0.026087,211,3,4885.94922,48.638031,63.423679,475920,5977830
"12767",0.059524,0,211,3,4904.70166,48.967365,63.560799,476070,5977830
"12768",0.544304,0.454545,231,3,4982.61963,47.865509,64.102661,476220,5977830
"12769",0.158879,0.445545,231,3,5133.8584,48.19006,63.876106,476370,5977830
"12770",0,0.015873,231,3,5214.56592,48.202065,64.057602,476520,5977830
"12771",-0.055556,0.032258,231,3,5231.53906,47.514305,64.057602,476670,5977830
"12772",0.254658,0.538462,231,3,5236.61133,48.190269,64.320419,476820,5977830
"12773",0.283951,0.541667,211,3,5309.32178,48.925735,64.480194,476970,5977830
"12774",0.395973,0.541667,211,3,5370.33496,48.894455,64.673599,477120,5977830
"12775",0.524862,-0.04065,211,3,5345.81152,48.201447,64.057373,477270,5977830
"12776",0.530726,0,211,3,5522.771,48.20113,64.056931,477420,5977830
"12777",0.553073,-0.024793,211,3,5586.44775,48.20528,64.060806,477570,5977830
"12778",0.017143,0.072,211,3,5609.3584,48.202953,64.06723,477720,5977830
"12779",0,0.056,211,3,5617.29492,48.150925,64.061211,477870,5977830
"12780",-0.005848,0.031746,211,3,5735.72998,48.204796,64.05777,478020,5977830
"12781",0.44,0.06087,243,3,5755.1543,48.198807,64.05394,478170,5977830
"12782",0.333333,0.188679,243,3,5762.81201,48.198502,64.05394,478320,5977830
"12783",0.033113,0.445378,211,3,5886.50147,48.197582,64.053719,478470,5977830
"12784",0.292308,0.272727,211,3,5851.76904,48.198803,64.053497,478620,5977830
"12785",0.506329,0.333333,243,3,5913.65381,48.197578,64.053497,478770,5977830
"12786",0.342657,0.409524,243,3,6033.28272,48.198189,64.054169,478920,5977830
"12787",0.460526,0.333333,243,3,6049.37207,48.198189,64.053268,479070,5977830
"12788",0.321429,0.3,243,3,6024.32568,48.20203,64.057602,479220,5977830
"12789",0.304348,0.346535,242,2,6062.15332,47.471497,63.397247,479370,5977830
"12790",0.357664,0.418182,242,2,6128.52344,47.466625,63.430424,479520,5977830
"12791",0.453333,0.472727,242,2,6175.99365,47.177048,63.369572,479670,5977830
"12920",-0.105263,-0.104167,331,4,0,35.036301,44.432392,465270,5977680
"12921",0,0.115385,331,4,67.082039,34.283875,61.899612,465420,5977680
"12922",0.054054,0.21519,311,4,169.705627,50.461685,68.684212,465570,5977680
"12923",0.122807,0.133333,311,4,276.586334,42.188545,64.377449,465720,5977680
"12924",0.553719,0.465116,311,4,381.837677,45.284477,55.603992,465870,5977680
"12925",0.531532,0.483146,311,4,488.364624,49.713001,66.306519,466020,5977680
"12926",0.563025,0.489362,311,4,615.548523,49.242146,65.775269,466170,5977680
"12927",0.585714,0.515152,311,4,721.248901,52.725014,61.652096,466320,5977680
"12928",0.431579,0.514563,311,4,827.586853,49.758453,66.871178,466470,5977680
"12929",0.428571,0.378378,312,4,933.380981,45.794769,65.088425,466620,5977680
"12930",0.428571,0.421687,312,4,1039.66345,47.717072,63.662956,466770,5977680
"12931",0.567164,0.489362,312,4,1145.51294,49.525875,65.557266,466920,5977680
"12932",0.562044,0.533981,312,4,1233.28833,54.247169,68.432625,467070,5977680
"12933",0.390244,0.407407,312,4,1332.21619,45.842976,63.618721,467220,5977680
"12934",0.428571,0.352113,313,4,1494.59021,42.386768,64.084229,467370,5977680
"12935",0.495495,0.445783,313,4,1612.20349,54.776772,68.939621,467520,5977680
"12936",0.504762,0.454545,312,4,1718.40039,51.606728,62.957397,467670,5977680
"12937",0.4375,0.4,312,4,1845.67065,52.00032,68.556496,467820,5977680
"12938",0.425532,0.384615,312,4,1930.51807,52.093575,67.965401,467970,5977680
"12939",0.406593,0.36,312,4,2036.46753,52.881084,65.85981,468120,5977680
"12940",0.48,0.425287,312,4,2121.32031,51.097748,65.458481,468270,5977680
"12941",0.474747,0.483146,311,4,2266.14209,44.178169,59.194897,468420,5977680
"12942",0.571429,0.478261,311,4,2265.14893,48.490417,64.353287,468570,5977680
"12943",0.517857,0.479167,311,4,2212.69067,50.11636,64.712936,468720,5977680
"12944",0.542373,0.5,311,4,2336.34326,53.496201,64.004288,468870,5977680
"12945",0.583333,0.5,311,4,2373.60474,53.382603,68.952187,469020,5977680
"12946",0.474747,0.382716,313,4,2328.62622,52.100716,63.918552,469170,5977680
"12947",0.495146,0.456522,313,4,2452.30493,54.436462,67.102524,469320,5977680
"12948",0.465347,0.428571,313,4,2409.73022,51.139847,67.735825,469470,5977680
"12949",0.485714,0.5,313,4,2486.2019,48.322052,66.467552,469620,5977680
"12950",0.508772,0.431818,313,4,2495.05518,49.866722,66.377388,469770,5977680
"12951",0.509091,0.466667,313,4,2646.97949,50.775131,66.153267,469920,5977680
"12952",0.5,0.462366,313,4,2665.9519,49.508446,65.249107,470070,5977680
"12953",0.534483,0.472527,313,4,2714.29541,49.000034,64.837776,470220,5977680
"12954",0.588235,0.541284,311,4,2757.71655,49.183662,64.479691,470370,5977680
"12955",0.576642,0.555556,311,4,2770.73999,50.348839,65.941956,470520,5977680
"12956",0.5,0.52381,311,4,2813.2898,48.967163,64.71125,470670,5977680
"12957",0.513514,0.528302,311,4,2912.47314,51.771793,67.772552,470820,5977680
"12958",0.425532,0.404762,311,4,2952.37183,48.427345,64.936371,470970,5977680
"12959",-0.291667,-0.155556,512,6,2966.51318,48.200188,64.055061,471120,5977680
"12960",-0.291667,-0.155556,512,6,3144.28052,48.199875,64.054611,471270,5977680
"12961",-0.265306,-0.155556,512,6,3145.42529,48.19957,64.05484,471420,5977680
"12962",0.555556,0.52381,313,4,3180.70752,48.199867,64.05439,471570,5977680
"12963",0.44,0.390244,313,4,3300.54541,47.665939,63.10854,471720,5977680
"12964",0.606061,0.528302,313,4,3394.37769,48.205711,64.061684,471870,5977680
"12965",0.5,0.357143,243,3,3464.57788,46.988243,62.97567,472020,5977680
"12966",0.384615,0.313726,243,3,3595.62231,47.97884,63.003906,472170,5977680
"12967",0.511811,0.333333,243,3,3555.98096,48.115166,63.864723,472320,5977680
"12968",0.166667,0.44,243,3,3743.39429,48.200153,64.055077,472470,5977680
"12969",-0.322034,-0.183673,512,6,3725.07715,48.200451,64.055298,472620,5977680
"12970",-0.333333,-0.208333,512,6,3843.86523,48.199833,64.054398,472770,5977680
"12971",-0.333333,-0.217391,512,6,3866.74292,48.199829,64.055298,472920,5977680
"12972",-0.322034,-0.191489,512,6,3925.87573,48.19952,64.055298,473070,5977680
"12973",-0.3,-0.166667,512,6,4102.54785,48.199516,64.054604,473220,5977680
"12974",0.421488,0.247525,243,3,4053.55395,47.283386,64.054611,473370,5977680
"12975",0.286822,0.272727,211,3,4157.13867,48.083237,61.955341,473520,5977680
"12976",0.25,0.24,211,3,4306.33252,47.97979,64.014458,473670,5977680
"12977",-0.020134,0.300971,211,3,4284.12207,49.552658,65.168167,473820,5977680
"12978",0.216,0.262136,211,3,4368.58105,47.916489,64.263969,473970,5977680
"12979",0.398058,0.219048,211,3,4518.46191,49.075279,64.368271,474120,5977680
"12980",0.005988,0.369231,211,3,4573.89307,49.612431,65.286552,474270,5977680
"12981",0.024691,0.419847,211,3,4620.87647,48.834778,64.906387,474420,5977680
"12982",0.018868,0.353535,211,3,4630.60449,48.374168,64.88237,474570,5977680
"12983",0.353846,0.408163,211,3,4608.88281,50.31353,64.522881,474720,5977680
"12984",0.05,0,211,3,4747.20947,48.218632,62.801949,474870,5977680
"12985",0.113924,0.019231,211,3,4866.75439,48.169304,62.986679,475020,5977680
"12986",0.376812,0.108911,211,3,4885.94922,48.223022,64.080688,475170,5977680
"12987",0,0.009174,211,3,4904.70166,47.668343,64.08036,475320,5977680
"12988",0,0,211,3,4885.94922,47.525536,63.020424,475470,5977680
"12989",0.048193,0,211,3,5018.61523,47.524815,62.898819,475620,5977680
"12990",0.005917,-0.026549,211,3,5066.00439,47.476418,64.065247,475770,5977680
"12991",0.04142,-0.017857,211,3,5094.43799,48.208462,64.066566,475920,5977680
"12992",0.551515,0.283019,211,3,5170.5415,47.810863,64.641541,476070,5977680
"12993",0.544715,0.474576,231,3,5180.3667,48.19622,63.938427,476220,5977680
"12994",0.008264,0.292929,231,3,5190.34668,48.193306,63.80616,476370,5977680
"12995",-0.042857,0.00813,211,3,5259.84814,48.20237,64.058044,476520,5977680
"12996",-0.05036,0.008264,211,3,5309.32178,48.455406,64.058342,476670,5977680
"12997",-0.043478,0.02439,231,3,5380.04639,47.480442,63.349331,476820,5977680
"12998",0.2,0.544828,211,3,5474.89746,49.315964,63.159748,476970,5977680
"12999",0.294872,0.04918,211,3,5426.02051,48.350491,64.662758,477120,5977680
"13000",0.524862,-0.04,211,3,5617.29492,48.202667,64.058502,477270,5977680
"13001",0.556757,-0.032787,211,3,5559.07373,48.199871,64.058273,477420,5977680
"13002",0.139073,0,211,3,5693.12744,48.205589,64.061707,477570,5977680
"13003",0.121622,0,211,3,5730.70654,48.175468,63.43058,477720,5977680
"13004",0.017751,0,211,3,5827.18652,48.211838,64.639252,477870,5977680
"13005",0,0.034483,211,3,5830.19727,48.201889,64.055283,478020,5977680
"13006",0.428571,0.373913,243,3,5936.7417,48.20034,64.05529,478170,5977680
"13007",0.230769,0.33945,243,3,5996.47412,48.199421,64.054619,478320,5977680
"13008",0.076923,0.438017,211,3,5923.00586,48.200333,64.05439,478470,5977680
"13009",0.238806,0.32,243,3,6025.4458,48.199108,64.05529,478620,5977680
"13010",0.368421,0.388889,243,3,6094.80127,48.199718,64.054619,478770,5977680
"13011",0.475862,0.373737,243,3,6109.9917,48.199718,64.055061,478920,5977680
"13012",0.090909,0.2,243,3,6107.11865,48.199417,64.054398,479070,5977680
"13013",0.344,0.313726,242,3,6204.85303,48.202457,63.988895,479220,5977680
"13014",0.4,0.333333,211,3,6223.3916,47.544846,63.74556,479370,5977680
"13015",-0.042254,0.128713,211,3,6251.8877,48.208511,63.969276,479520,5977680
"13016",0.440559,0.425926,211,3,6289.77734,47.596214,63.654953,479670,5977680
"13144",-0.136,-0.066667,331,4,30,43.088226,61.296257,465120,5977530
"13145",0,0,331,4,67.082039,38.139877,47.225639,465270,5977530
"13146",0.560976,0.438202,311,4,150,55.201534,57.052944,465420,5977530
"13147",0.574803,0.509804,311,4,276.586334,48.4142,61.071274,465570,5977530
"13148",0.596899,0.505155,311,4,381.837677,48.000465,64.222176,465720,5977530
"13149",0.517857,0.25,311,4,488.364624,52.999001,67.039665,465870,5977530
"13150",0.614286,0.514563,311,4,593.969727,54.728153,69.153336,466020,5977530
"13151",0.546219,0.505155,311,4,700.357056,49.244675,68.708542,466170,5977530
"13152",0.575758,0.5,311,4,798.811646,51.858166,67.587868,466320,5977530
"13153",0.480769,0.388889,312,4,954.829834,47.460297,65.508072,466470,5977530
"13154",0.41573,0.361111,312,4,1039.66345,46.206635,63.988201,466620,5977530
"13155",0.535714,0.445783,312,4,1145.51294,51.626289,62.638268,466770,5977530
"13156",0.4375,0.414634,312,4,1251.75879,46.868591,66.769058,466920,5977530
"13157",0.402299,0.378378,312,4,1357.64502,46.09481,62.943787,467070,5977530
"13158",0.454545,0.407407,312,4,1405.84497,46.528961,63.658844,467220,5977530
"13159",0.470588,0.428571,313,4,1626.09961,55.134506,69.100883,467370,5977530
"13160",0.465347,0.392405,313,4,1682.40894,48.867111,66.299683,467520,5977530
"13161",0.454545,0.39759,313,4,1803.24707,50.28986,65.677841,467670,5977530
"13162",0.428571,0.392405,312,4,1930.51807,48.270798,64.058235,467820,5977530
"13163",0.428571,0.351351,312,4,2036.46753,50.083687,65.349167,467970,5977530
"13164",0.404762,0.369863,312,4,2142.63867,46.767296,62.826477,468120,5977530
"13165",0.402299,0.402597,312,4,2227.48731,42.83807,56.093094,468270,5977530
"13166",0.485149,0.460674,311,4,2375.87891,41.597054,69.362526,468420,5977530
"13167",0.540984,0.5,311,4,2353.4231,50.66375,67.178818,468570,5977530
"13168",0.570248,0.5,311,4,2379.28564,50.492783,65.911514,468720,5977530
"13169",0.495652,0.5,311,4,2394.36841,47.729988,66.162514,468870,5977530
"13170",0.480769,0.478261,311,4,2468.40039,45.055267,63.858833,469020,5977530
"13171",0.55,0.454545,311,4,2561.26929,47.031075,64.883041,469170,5977530
"13172",0.425287,0.386667,313,4,2539.38965,46.385551,62.311562,469320,5977530
"13173",0.521368,0.472527,311,4,2575.98535,46.109547,66.756721,469470,5977530
"13174",0.525424,0.489362,311,4,2694.32739,48.46833,66.979721,469620,5977530
"13175",0.525424,0.5,313,4,2651.73535,50.997261,65.292488,469770,5977530
"13176",0.5,0.468085,313,4,2779.6582,51.03936,65.299873,469920,5977530
"13177",0.491228,0.52381,313,4,2799.01758,50.377792,65.980804,470070,5977530
"13178",0.5,0.478261,313,4,2875.77808,52.284218,65.394661,470220,5977530
"13179",0.555556,0.468085,312,4,2847.63062,50.921997,64.627563,470370,5977530
"13180",0.587786,0.542857,311,4,3002.69873,51.904072,67.190163,470520,5977530
"13181",0.52459,0.538462,311,4,3045.40649,52.675289,67.834427,470670,5977530
"13182",0.058824,0.428571,311,4,3030.59399,48.202026,64.054642,470820,5977530
"13183",-0.291667,-0.136364,512,6,3128.35425,48.200912,64.05574,470970,5977530
"13184",-0.291667,-0.162791,512,6,3141.27368,48.200798,64.05574,471120,5977530
"13185",-0.319149,-0.181818,512,6,3319.17163,48.200794,64.055962,471270,5977530
"13186",-0.291667,-0.173913,512,6,3332.56665,48.201706,64.056183,471420,5977530
"13187",-0.230769,-0.130435,512,6,3423.81372,48.201401,64.055954,471570,5977530
"13188",0.46,0.382716,313,4,3461.84912,47.06221,63.391411,471720,5977530
"13189",0.428571,0.375,313,4,3555.98096,44.872299,60.691113,471870,5977530
"13190",0.447619,0.357143,313,4,3610.60938,48.728657,63.524769,472020,5977530
"13191",0.476636,0.373494,243,3,3725.07715,47.777107,64.449982,472170,5977530
"13192",0.196581,0.166667,243,3,3770.1062,48.811905,64.402931,472320,5977530
"13193",-0.066667,0.033333,243,3,3864.2981,48.20137,64.056198,472470,5977530
"13194",-0.322034,-0.191489,512,6,3850.88306,48.200756,64.056198,472620,5977530
"13195",-0.355932,-0.191489,512,6,3900,48.200752,64.055748,472770,5977530
"13196",-0.322034,-0.217391,512,6,3985.03442,48.201057,64.056198,472920,5977530
"13197",-0.310345,-0.208333,512,6,4137.82568,48.200745,64.055519,473070,5977530
"13198",-0.3,-0.166667,512,6,4224.03857,48.20105,64.055748,473220,5977530
"13199",0.275591,0.247525,243,3,4252.17578,47.502594,63.322884,473370,5977530
"13200",0.259843,0.28,211,3,4379.69189,48.943535,64.755608,473520,5977530
"13201",0.197279,0.295238,211,3,4373.21387,49.715797,64.938431,473670,5977530
"13202",0.09589,0.333333,211,3,4434.82813,51.036472,66.524879,473820,5977530
"13203",0.176471,0.175258,211,3,4557.72949,48.954037,64.723839,473970,5977530
"13204",0.293233,0.25,211,3,4551.01074,51.114548,66.382973,474120,5977530
"13205",0.308824,0.137615,211,3,4701.96777,50.933228,65.29644,474270,5977530
"13206",0.108571,0.086207,243,3,4715.34717,49.017365,64.779976,474420,5977530
"13207",0.294118,0.247525,243,3,4723.26172,48.67326,64.064445,474570,5977530
"13208",0.197368,0.019231,211,3,4880.78906,48.631599,63.455956,474720,5977530
"13209",0.031056,0.029126,211,3,4928.49853,47.501781,63.434669,474870,5977530
"13210",0.139241,0.019608,211,3,4980.36133,46.083466,63.18306,475020,5977530
