"","X1999.09.13_NDVI","X2002.08.20_NDVI","CLC06","CLC06_p_lato","odl_od_morza","InsCalk_1999.09","InsCalk_2002.08","s1","s2"
"221",0.507937,0.469388,311,4,2045.50732,48.105934,63.983887,484170,5986230
"222",0.486726,0.450549,311,4,2193.28516,48.106552,63.983223,484320,5986230
"223",0.481481,0.431818,311,4,2313.11475,48.105324,63.98299,484470,5986230
"224",0.509091,0.434783,311,4,2431.66602,48.106548,63.983902,484620,5986230
"445",0.5,0.438202,311,4,1950,48.108082,63.985016,484020,5986080
"446",0.392157,0.469388,311,4,2070,48.10778,63.985016,484170,5986080
"447",0.513043,0.479167,311,4,2190,48.107162,63.98457,484320,5986080
"448",0.5,0.468085,311,4,2400.1875,48.107468,63.984344,484470,5986080
"449",0.5,0.450549,311,4,2550.17651,48.107162,63.985023,484620,5986080
"450",0.388889,0.348315,311,4,2580,48.107468,63.984802,484770,5986080
"657",0.306122,0.240506,313,4,108.166542,47.61116,64.395538,482070,5985930
"658",-0.147541,-0.208333,313,4,150,46.868912,63.206993,482220,5985930
"669",0.531532,0.450549,311,4,1808.97766,48.109619,63.986137,483870,5985930
"670",0.513514,0.460674,311,4,1866.03857,48.109619,63.985916,484020,5985930
"671",0.529412,0.462366,311,4,1985.67371,48.109001,63.985466,484170,5985930
"672",0.526316,0.422222,311,4,2190.82178,48.109005,63.986137,484320,5985930
"673",0.5,0.479167,311,4,2314.86499,48.109001,63.98547,484470,5985930
"674",0.47541,0.446809,311,4,2491.62598,48.108696,63.985245,484620,5985930
"675",0.5,0.471698,311,4,2586.27148,48.109615,63.985245,484770,5985930
"880",0.363636,0.272727,313,4,42.426407,50.027122,65.664459,481770,5985780
"881",0.369565,0.263158,313,4,84.852814,50.15881,65.090714,481920,5985780
"882",0.377778,0.289474,313,4,150,49.505398,65.572517,482070,5985780
"883",0.431579,0.289474,313,4,283.01944,48.111153,63.987263,482220,5985780
"884",-0.132075,-0.166667,313,4,349.857117,48.111153,63.987251,482370,5985780
"885",-0.16,-0.125,511,6,466.690491,48.111153,63.987255,482520,5985780
"893",-0.06087,0.204301,242,2,1682.67639,48.111145,63.987263,483720,5985780
"894",0.111111,0.061224,242,2,1765.67273,48.11084,63.987267,483870,5985780
"895",0.473684,0.386139,242,2,1943.29614,48.109924,63.987267,484020,5985780
"896",0.446809,0.452632,242,2,2028.05322,48.109924,63.98727,484170,5985780
"897",0.508772,0.479167,311,4,2185.06299,48.110229,63.986374,484320,5985780
"898",0.5,0.458333,311,4,2325.72559,48.110229,63.986603,484470,5985780
"899",0.260274,0.358491,242,2,2534.4231,48.11084,63.987274,484620,5985780
"900",0.347826,0.27619,242,2,2591.13867,48.111145,63.987274,484770,5985780
"1103",0.189655,0.214286,313,4,42.426407,49.387394,65.113091,481470,5985630
"1104",0.347826,0.260274,313,4,67.082039,46.983238,64.006691,481620,5985630
"1105",0.363636,0.375,313,4,108.166542,49.101368,65.000336,481770,5985630
"1106",0.066667,-0.162791,512,6,150,48.112377,63.988373,481920,5985630
"1107",-0.2,-0.162791,512,6,276.586334,48.112373,63.988373,482070,5985630
"1108",0.405405,0.362637,512,6,361.247833,48.111763,63.987705,482220,5985630
"1109",0.373737,0.450549,313,4,492.036591,48.111763,63.988152,482370,5985630
"1110",0.445545,0.39759,313,4,615.548523,48.112682,63.98838,482520,5985630
"1111",0.461538,0.438202,313,4,642.028015,48.112682,63.98838,482670,5985630
"1112",0.416667,0.298701,313,4,798.811646,48.112068,63.98838,482820,5985630
"1113",0.454545,0.380952,313,4,967.470947,48.112373,63.988384,482970,5985630
"1114",0.169231,0.247312,242,2,1033.15051,48.112068,63.987938,483120,5985630
"1115",0.243243,0.16129,242,2,1243.10095,48.112373,63.988388,483270,5985630
"1116",0.454545,0.264151,242,2,1366.23572,48.112679,63.988388,483420,5985630
"1117",0.213675,0.182796,242,2,1549.87097,48.112373,63.987717,483570,5985630
"1118",0.333333,0.241379,242,2,1637.13159,48.112682,63.987942,483720,5985630
"1119",0.333333,0.227723,242,2,1776.8512,48.111454,63.987488,483870,5985630
"1120",0.355705,0.377358,242,2,1894.51843,48.112068,63.988167,484020,5985630
"1121",0.464789,0.352941,242,2,2047.48621,48.111458,63.988167,484170,5985630
"1122",0.256198,0.27907,242,2,2219.39185,48.111759,63.988171,484320,5985630
"1123",0.462687,0.45098,311,4,2447.5293,48.112377,63.987499,484470,5985630
"1124",0.5375,0.333333,242,2,2495.59619,48.112373,63.987503,484620,5985630
"1125",0.02521,0.147826,242,2,2618.95019,48.11145,63.987953,484770,5985630
"1327",0.340206,0.315068,313,4,84.852814,49.475849,65.216461,481320,5985480
"1328",0.406593,0.315789,313,4,134.164078,49.766941,65.437073,481470,5985480
"1329",0.363636,0.295775,313,4,150,48.937859,64.714195,481620,5985480
"1330",-0.181818,-0.142857,512,6,241.867737,48.114212,63.989506,481770,5985480
"1331",-0.209302,0.377778,512,6,342.052612,48.113297,63.988602,481920,5985480
"1332",0.333333,0.380952,512,6,426.380127,48.112991,63.988605,482070,5985480
"1333",0.384615,0.367089,313,4,488.364624,48.112991,63.988602,482220,5985480
"1334",0.508772,0.468085,313,4,573.14917,48.113911,63.988602,482370,5985480
"1335",0.328,0.431818,313,4,702.922485,48.113911,63.988605,482520,5985480
"1336",0.5,0.296703,313,4,827.586853,48.112991,63.988831,482670,5985480
"1337",0.5,0.444444,313,4,852.760254,48.113297,63.988609,482820,5985480
"1338",0.4,0.428571,242,2,1015.13544,48.114212,63.98951,482970,5985480
"1339",0.4,0.325843,242,2,1183.38501,48.112988,63.989056,483120,5985480
"1340",0.338235,0.232558,242,2,1276.32288,48.113907,63.988838,483270,5985480
"1341",0.333333,0.229167,242,2,1489.76514,48.114212,63.988838,483420,5985480
"1342",0.258065,0.318182,242,2,1509.86755,48.113907,63.988617,483570,5985480
"1343",0.345794,0.264368,242,2,1643.44153,48.113907,63.988617,483720,5985480
"1344",0.327103,0.302326,242,2,1850.54041,48.113293,63.989063,483870,5985480
"1345",0.376812,0.235294,242,2,2049.24365,48.113297,63.988842,484020,5985480
"1346",0.428571,0.327103,242,2,2175.98242,48.113907,63.989067,484170,5985480
"1347",0.068702,0.04,242,2,2292.00781,48.113602,63.988846,484320,5985480
"1348",0.496403,0.444444,242,2,2466.75903,48.113907,63.989525,484470,5985480
"1349",0.221477,0.333333,242,2,2612.92944,48.113602,63.988625,484620,5985480
"1350",-0.096447,0.007634,242,2,2642.21509,48.113594,63.989075,484770,5985480
"1550",0.333333,0.402299,313,4,67.082039,48.427746,63.083439,481020,5985330
"1551",0.4375,0.434783,313,4,84.852814,48.531616,64.803764,481170,5985330
"1552",0.386364,0.333333,313,4,150,48.424973,64.596214,481320,5985330
"1553",0.44,0.287671,313,4,216.333084,48.115753,63.990623,481470,5985330
"1554",-0.227273,-0.190476,512,6,308.868896,48.11544,63.990402,481620,5985330
"1555",-0.066667,-0.018868,512,6,349.857117,48.114525,63.989723,481770,5985330
"1556",0.384615,0.333333,312,4,416.773315,47.795319,63.997093,481920,5985330
"1557",0.291339,0.333333,312,4,499.2995,47.859013,63.993706,482070,5985330
"1558",0.384615,0.333333,312,4,593.969727,48.114525,63.990173,482220,5985330
"1559",0.434783,0.367089,312,4,700.357056,48.11483,63.990181,482370,5985330
"1560",0.33913,0.468085,313,4,827.586853,48.11544,63.990181,482520,5985330
"1561",0.5,0.333333,411,5,914.38501,48.11483,63.989727,482670,5985330
"1562",0.354331,0.393939,411,5,976.729248,48.115135,63.990185,482820,5985330
"1563",0.469697,0.495327,242,2,1021.76318,48.114822,63.989731,482970,5985330
"1564",0.496296,0.509091,242,2,1248.51916,48.115746,63.99041,483120,5985330
"1565",0.481481,0.356322,242,2,1306.9812,48.115131,63.989956,483270,5985330
"1566",0.46789,0.428571,242,2,1425.23682,48.115746,63.989967,483420,5985330
"1567",0.434343,0.2,242,2,1611.36585,48.114517,63.990417,483570,5985330
"1568",0.428571,0.443478,242,2,1777.10437,48.115746,63.990635,483720,5985330
"1569",0.333333,0.28972,231,3,1867.24402,48.115742,63.990421,483870,5985330
"1570",0.371795,0.380531,231,3,1973.6261,48.114517,63.990425,484020,5985330
"1571",0.378378,0.333333,231,3,2128.09766,48.114517,63.990425,484170,5985330
"1572",0.230769,0.394495,231,3,2324.75806,48.115128,63.990196,484320,5985330
"1573",0.450382,0.45283,242,2,2400.1875,48.115437,63.990654,484470,5985330
"1574",0,0,242,2,2592.00684,48.114826,63.990204,484620,5985330
"1575",0.006061,0.303571,242,2,2715.62158,48.11483,63.990425,484770,5985330
"1773",0.387755,0.180723,313,4,67.082039,49.306065,64.850067,480720,5985180
"1774",0.409091,0.306667,313,4,67.082039,49.134354,64.803688,480870,5985180
"1775",0.456522,0.373494,313,4,108.166542,48.123745,63.999069,481020,5985180
"1776",-0.173913,0.367089,512,6,212.132034,48.211426,63.33007,481170,5985180
"1777",-0.227273,-0.142857,512,6,276.586334,48.116669,63.99107,481320,5985180
"1778",-0.2,-0.170732,512,6,375.898926,48.116367,63.990849,481470,5985180
"1779",-0.26087,-0.162791,512,6,469.57428,46.99575,63.579933,481620,5985180
"1780",0.4,0.333333,312,4,510,47.857483,64.00251,481770,5985180
"1781",0.348315,0.289474,312,4,603.738342,48.123436,63.999069,481920,5985180
"1782",0.377778,0.315789,312,4,674.166138,48.123737,63.998623,482070,5985180
"1783",0.27619,0.333333,312,4,757.165771,47.970627,63.407555,482220,5985180
"1784",0.410526,0.380952,312,4,858.020996,48.116356,63.991081,482370,5985180
"1785",0.45283,0.431818,312,4,912.414368,48.116669,63.991081,482520,5985180
"1786",0.373913,0.395833,312,4,997.246216,48.117279,63.991081,482670,5985180
"1787",0.344828,0.417476,411,5,1129.29187,48.117279,63.99176,482820,5985180
"1788",0.422819,0.487179,411,5,1166.91907,48.116051,63.991539,482970,5985180
"1789",0.478873,0.451327,411,5,1279.14038,48.116974,63.991314,483120,5985180
"1790",0.52459,0.465347,411,5,1458.01233,48.116356,63.991085,483270,5985180
"1791",0.5,0.428571,242,2,1564.60852,48.116356,63.99176,483420,5985180
"1792",0.379845,0.476636,231,3,1664.12134,48.116356,63.991093,483570,5985180
"1793",0.302326,0.352381,231,3,1838.83118,48.117279,63.991318,483720,5985180
"1794",0.284553,0.326923,231,3,1946.5354,48.117279,63.991768,483870,5985180
"1795",0.381295,0.394495,231,3,2083.8667,48.116051,63.991547,484020,5985180
"1796",0.346405,0.345133,231,3,2245.39526,48.116356,63.991096,484170,5985180
"1797",0.377483,0.385965,231,3,2395.49585,48.116974,63.991776,484320,5985180
"1798",0.368421,0.412844,231,3,2468.40039,48.116356,63.991554,484470,5985180
"1799",0,0.333333,231,3,2601.88403,48.116055,63.991776,484620,5985180
"1800",0.438596,0.4,231,3,2732.47144,48.116356,63.990879,484770,5985180
"1996",0.215686,0.081633,313,4,42.426407,48.422031,62.910957,480420,5985030
"1997",0.495327,0.268293,313,4,42.426407,47.94458,64.358147,480570,5985030
"1998",0.535714,0.462366,313,4,108.166542,48.125282,63.999966,480720,5985030
"1999",0.463918,0.333333,313,4,150,48.124363,64.000191,480870,5985030
"2000",0.563025,0.510204,313,4,256.320099,48.124977,63.999969,481020,5985030
"2001",0.522936,0.489796,313,4,324.499603,48.124664,64.000191,481170,5985030
"2002",0.44086,0.376623,312,4,416.773315,48.124969,64.000191,481320,5985030
"2003",0.4,0.333333,312,4,483.735474,48.125278,64.000191,481470,5985030
"2004",0.406593,0.333333,312,4,603.738342,48.125278,64.000191,481620,5985030
"2005",0.384615,0.358974,312,4,670.820374,48.125275,64.000198,481770,5985030
"2006",0.428571,0.390244,312,4,737.902405,48.125275,64.000198,481920,5985030
"2007",0.456311,0.373494,312,4,804.984497,48.124664,64.000198,482070,5985030
"2008",0.4,0.380952,312,4,833.546631,48.124966,63.999748,482220,5985030
"2009",0.397849,0.35,312,4,924.175293,47.457516,63.68507,482370,5985030
"2010",0.446809,0.382716,312,4,960.468628,48.117889,63.991982,482520,5985030
"2011",0.46,0.411765,312,4,1124.49988,48.117889,63.991982,482670,5985030
"2012",0.230769,0.333333,411,5,1251.75879,48.118507,63.99221,482820,5985030
"2013",0.395349,0.425926,411,5,1386.83093,48.118809,63.991982,482970,5985030
"2014",0.377778,0.418182,411,5,1422.70874,48.1185,63.991985,483120,5985030
"2015",0.473684,0.423423,411,5,1506.28687,48.117889,63.992214,483270,5985030
"2016",0.431034,0.428571,411,5,1710.26318,48.118809,63.991989,483420,5985030
"2017",0.274194,0.417476,411,5,1780.89868,48.117889,63.992664,483570,5985030
"2018",0.282443,0.358491,231,3,1914.3667,48.117584,63.991989,483720,5985030
"2019",0.347222,0.308411,231,3,1975.90491,48.117584,63.992218,483870,5985030
"2020",0.496504,0.478992,231,3,2214.72339,48.118195,63.992668,484020,5985030
"2021",0.463087,0.394495,231,3,2281.77564,48.117584,63.992222,484170,5985030
"2022",0.311688,0.368421,231,3,2401.68701,48.117889,63.992222,484320,5985030
"2023",0.395683,0.345455,231,3,2607.75757,48.118195,63.992226,484470,5985030
"2024",0.432624,0.383178,231,3,2746.43408,48.118504,63.992897,484620,5985030
"2025",0.44186,0.320388,231,3,2780.95313,48.117584,63.992897,484770,5985030
"2219",-0.053254,0.162791,313,4,42.426407,47.971321,64.774841,480120,5984880
"2220",0.333333,0.287671,313,4,60,49.274223,65.00341,480270,5984880
"2221",0.409091,0.315068,313,4,94.868332,48.126816,64.001312,480420,5984880
"2222",0.428571,0.414634,313,4,134.164078,48.126816,64.001312,480570,5984880
"2223",0.539823,0.48,313,4,192.093735,48.126816,64.000641,480720,5984880
"2224",0.531532,0.473684,313,4,308.868896,48.126511,64.001312,480870,5984880
"2225",0.44,0.342105,313,4,402.492249,48.126812,64.00042,481020,5984880
"2226",0.552,0.418605,313,4,496.588348,48.125584,64.00132,481170,5984880
"2227",0.419355,0.358974,312,4,534.134827,48.125893,64.000648,481320,5984880
"2228",0.404255,0.375,312,4,618.46582,48.126198,64.00087,481470,5984880
"2229",0.428571,0.367089,312,4,711.196167,48.126194,64.00132,481620,5984880
"2230",0.420561,0.409091,312,4,804.984497,48.125893,64.000656,481770,5984880
"2231",0.410526,0.375,312,4,818.840637,48.126503,64.001099,481920,5984880
"2232",0.461538,0.418605,312,4,912.414368,48.125893,64.000427,482070,5984880
"2233",0.416667,0.395349,312,4,1008.46417,48.125584,64.000427,482220,5984880
"2234",0.389474,0.380952,312,4,1065.31689,48.123573,63.997665,482370,5984880
"2235",0.434343,0.324675,312,4,1189.83191,48.123268,63.997448,482520,5984880
"2236",0.391304,0.358025,312,4,1213.79565,48.119423,63.993332,482670,5984880
"2237",0.416667,0.35,312,4,1336.60022,48.119118,63.993107,482820,5984880
"2238",0.385827,0.441441,411,5,1463.86475,48.120037,63.994007,482970,5984880
"2239",0.422222,0.443478,411,5,1467.54895,48.119118,63.993561,483120,5984880
"2240",0.438849,0.5,411,5,1591.13171,48.119423,63.993561,483270,5984880
"2241",0.42446,0.441441,411,5,1744.13306,48.119728,63.994011,483420,5984880
"2242",0.377049,0.428571,411,5,1866.03857,48.119728,63.993347,483570,5984880
"2243",0.318182,0.326923,231,3,1998.32434,48.120033,63.994015,483720,5984880
"2244",0.388889,0.296296,231,3,2064.55811,48.120033,63.993568,483870,5984880
"2245",0.378788,0.428571,231,3,2232.9353,48.119423,63.994019,484020,5984880
"2246",0.4,0.470085,231,3,2389.47705,48.119423,63.993347,484170,5984880
"2247",0.328571,0.37037,231,3,2470.95117,48.119118,63.993122,484320,5984880
"2248",0.474453,0.516129,231,3,2617.05933,48.119728,63.993793,484470,5984880
"2249",0.414286,0.504,231,3,2711.30957,48.119423,63.99403,484620,5984880
"2250",0.426357,0.449541,231,3,2887.646,48.119423,63.993126,484770,5984880
"2442",0.0625,0.12766,112,2,42.426407,47.659924,63.589294,479820,5984730
"2443",-0.052632,0.265823,112,2,67.082039,49.285866,63.940987,479970,5984730
"2444",0.34,0.272727,313,4,134.164078,49.668514,64.524559,480120,5984730
"2445",0.372093,0.305556,313,4,174.928558,48.128349,64.002213,480270,5984730
"2446",0.386364,0.305556,313,4,189.736664,48.12743,64.002213,480420,5984730
"2447",0.393258,0.333333,313,4,308.868896,48.128349,64.001541,480570,5984730
"2448",0.473684,0.350649,313,4,366.196655,48.127121,64.001541,480720,5984730
"2449",0.539683,0.494949,313,4,457.930115,48.128349,64.00222,480870,5984730
"2450",0.525424,0.438202,313,4,550.726807,48.127113,64.00222,481020,5984730
"2451",0.569231,0.5,313,4,577.061523,48.128342,64.00177,481170,5984730
"2452",0.538462,0.473684,313,4,658.634949,48.127731,64.00177,481320,5984730
"2453",0.474747,0.438202,312,4,750,48.128036,64.00177,481470,5984730
"2454",0.529412,0.365854,312,4,872.066528,48.128036,64.00222,481620,5984730
"2455",0.445545,0.469388,312,4,939.14856,48.128342,64.002449,481770,5984730
"2456",0.406593,0.358974,312,4,1006.23059,48.127419,64.001556,481920,5984730
"2457",0.391304,0.324675,312,4,1046.5658,48.125107,64.001556,482070,5984730
"2458",0.393258,0.307692,312,4,1113.6427,48.125107,63.998787,482220,5984730
"2459",0.456311,0.41573,312,4,1250.31995,48.124802,63.998116,482370,5984730
"2460",0.428571,0.409091,312,4,1273.14575,48.125107,63.998337,482520,5984730
"2461",0.436893,0.428571,312,4,1434.05017,48.120655,63.961967,482670,5984730
"2462",0.413043,0.409091,312,4,1442.4978,48.120956,63.994911,482820,5984730
"2463",0.384615,0.45614,411,5,1591.13171,48.120956,63.994453,482970,5984730
"2464",0.43662,0.469027,411,5,1654.62988,48.120956,63.994911,483120,5984730
"2465",0.464052,0.5,411,5,1752.36987,48.121567,63.99514,483270,5984730
"2466",0.470199,0.5,411,5,1867.24402,48.121567,63.994461,483420,5984730
"2467",0.41844,0.408163,411,5,1933.31323,48.120953,63.994247,483570,5984730
"2468",0.392593,0.37037,231,3,2043.52637,48.121872,63.995148,483720,5984730
"2469",0.357143,0.333333,231,3,2197.38477,48.121872,63.994476,483870,5984730
"2470",0.293233,0.326923,231,3,2347.10449,48.121872,63.994923,484020,5984730
"2471",0.333333,0.466667,231,3,2496.49756,48.120651,63.994923,484170,5984730
"2472",0.424242,0.478992,231,3,2531.40283,48.121872,63.994926,484320,5984730
"2473",0.426357,0.439252,231,3,2716.61548,48.120651,63.994926,484470,5984730
"2474",0.463415,0.415094,231,3,2817.44556,48.120651,63.994255,484620,5984730
"2475",0.278351,0.283951,231,3,2898.22363,48.120651,63.994484,484770,5984730
"2665",0.056338,0.078431,312,4,42.426407,46.461662,62.508041,479520,5984580
"2666",0.086614,0.268293,312,4,60,46.879795,64.965134,479670,5984580
"2667",0.278351,0.265823,312,4,67.082039,49.707531,64.394379,479820,5984580
"2668",0.208791,0.139535,112,2,150,48.129887,64.566452,479970,5984580
"2669",0.2,0.136364,112,2,201.246124,48.129887,64.003563,480120,5984580
"2670",0.425532,0.375,313,4,335.410187,48.129272,64.003113,480270,5984580
"2671",0.436893,0.333333,313,4,390,48.129883,64.002892,480420,5984580
"2672",0.514019,0.466667,313,4,402.492249,48.129269,64.00267,480570,5984580
"2673",0.485714,0.418605,313,4,496.588348,48.129574,64.002892,480720,5984580
"2674",0.552,0.519231,313,4,558.032288,48.12957,64.003342,480870,5984580
"2675",0.508772,0.444444,313,4,642.028015,48.129265,64.003342,481020,5984580
"2676",0.557252,0.52,313,4,792.022705,48.129879,64.003342,481170,5984580
"2677",0.565891,0.5,313,4,804.984497,48.12896,64.002899,481320,5984580
"2678",0.490566,0.402299,313,4,874.642761,48.128952,64.00267,481470,5984580
"2679",0.33871,0.416667,313,4,906.972961,48.128647,64.00267,481620,5984580
"2680",0.40146,0.439252,411,5,1087.0603,48.128651,64.002678,481770,5984580
"2681",0.521739,0.491525,411,5,1140.39465,48.126644,63.999466,481920,5984580
"2682",0.455882,0.454545,312,4,1180.72009,48.126644,63.999908,482070,5984580
"2683",0.410526,0.333333,312,4,1274.55872,48.12664,63.99992,482220,5984580
"2684",0.377778,0.357143,312,4,1343.31677,48.126331,63.999466,482370,5984580
"2685",0.449541,0.35,312,4,1373.79041,48.126026,63.99947,482520,5984580
"2686",0.333333,0.388235,312,4,1489.46301,48.125412,63.999245,482670,5984580
"2687",0.428571,0.4,411,5,1524.10632,48.123405,63.995586,482820,5984580
"2688",0.413534,0.487179,411,5,1634.65588,48.122185,63.995365,482970,5984580
"2689",0.42446,0.486726,411,5,1781.90906,48.122185,63.99559,483120,5984580
"2690",0.478261,0.464286,411,5,1908.0094,48.122486,63.995811,483270,5984580
"2691",0.468531,0.482759,411,5,1973.85413,48.123405,63.995815,483420,5984580
"2692",0.5,0.5,411,5,2015.36597,48.122791,63.996269,483570,5984580
"2693",0.540741,0.376344,231,3,2209.84155,48.1231,63.996044,483720,5984580
"2694",0.408696,0.45098,231,3,2274.6648,48.123405,63.996044,483870,5984580
"2695",0.419355,0.428571,231,3,2412.90283,48.12249,63.996052,484020,5984580
"2696",0.157895,0.428571,231,3,2529.44653,48.12249,63.995598,484170,5984580
"2697",0.333333,0.222222,231,3,2621.01123,48.122177,63.995377,484320,5984580
"2698",0.111111,0,231,3,2731.9773,48.122177,63.995377,484470,5984580
"2888",-0.05814,0.052632,312,4,30,45.953369,62.045296,479220,5984430
"2889",0.3125,0.130435,312,4,42.426407,49.553356,63.08321,479370,5984430
"2890",0.317647,0.265823,312,4,108.166542,49.958,65.732498,479520,5984430
"2891",0.377778,0.315789,312,4,161.554947,48.13142,64.004463,479670,5984430
"2892",0.377778,0.324324,312,4,201.246124,48.130806,64.004692,479820,5984430
"2893",0.216495,0.2,112,2,295.465729,48.130192,64.004684,479970,5984430
"2894",0.16,0.149425,112,2,335.410187,48.131416,64.003784,480120,5984430
"2895",0.326087,0.298701,112,2,416.773315,48.131409,64.004242,480270,5984430
"2896",0.369565,0.315789,313,4,523.92749,48.130188,64.004242,480420,5984430
"2897",0.59375,0.390244,313,4,536.656311,48.130188,64.003792,480570,5984430
"2898",0.557377,0.53271,313,4,577.061523,48.130493,64.004471,480720,5984430
"2899",0.5,0.509804,313,4,725.60321,48.130188,64.004013,480870,5984430
"2900",0.542373,0.5,313,4,834.086304,48.130486,64.003792,481020,5984430
"2901",0.462687,0.473684,411,5,840.535522,48.128174,64.001038,481170,5984430
"2902",0.377778,0.431193,411,5,966.074524,48.127869,64.00103,481320,5984430
"2903",0.383459,0.472727,411,5,998.598999,48.128174,64.000816,481470,5984430
"2904",0.42446,0.439252,411,5,1098.58997,48.127563,64.001045,481620,5984430
"2905",0.458333,0.487603,411,5,1140.39465,48.127869,64.001038,481770,5984430
"2906",0.452055,0.482759,411,5,1274.55872,48.128174,64.001038,481920,5984430
"2907",0.41844,0.441441,411,5,1341.64075,48.127563,64.000816,482070,5984430
"2908",0.370079,0.435897,411,5,1381.95508,48.126945,64.000366,482220,5984430
"2909",0.381295,0.446429,411,5,1422.39233,48.126949,64.000145,482370,5984430
"2910",0.459459,0.474576,411,5,1492.17956,48.124939,63.997383,482520,5984430
"2911",0.464789,0.431193,411,5,1580.91748,48.12463,63.997162,482670,5984430
"2912",0.496599,0.465517,411,5,1705.7843,48.124939,63.997383,482820,5984430
"2913",0.438849,0.451327,411,5,1789.97205,48.124939,63.996708,482970,5984430
"2914",0.447761,0.314815,411,5,1913.42627,48.124016,63.997383,483120,5984430
"2915",0.225806,0.482143,411,5,1972.94202,48.124634,63.996712,483270,5984430
"2916",0.479452,0.473684,411,5,2024.27771,48.124016,63.996712,483420,5984430
"2917",0.507246,0.442308,411,5,2123.0166,48.123707,63.99649,483570,5984430
"2918",0.445255,0.449541,411,5,2185.06299,48.123711,63.996494,483720,5984430
"2919",0.378641,0.333333,231,3,2336.92114,48.123707,63.996494,483870,5984430
"2920",0.25,0.263158,231,3,2404.68286,48.123711,63.996506,484020,5984430
"3112",0.115942,0.162791,312,4,42.426407,50.161266,65.546501,479070,5984280
"3113",0.333333,0.263158,312,4,108.166542,48.694046,64.568466,479220,5984280
"3114",0.391304,0.298701,312,4,150,49.828476,63.353104,479370,5984280
"3115",0.480769,0.365854,312,4,201.246124,47.469852,64.091866,479520,5984280
"3116",0.2,0.246753,312,4,295.465729,48.132339,64.005363,479670,5984280
"3117",0.2,0.216216,112,2,390,48.131729,64.004913,479820,5984280
"3118",0.2,0.212766,112,2,429.534637,48.132339,64.005592,479970,5984280
"3119",0.136691,0.037037,112,2,536.656311,48.132336,64.005142,480120,5984280
"3120",0.296296,0.288889,112,2,550.726807,48.131718,64.005142,480270,5984280
"3121",0.587786,0.514563,313,4,670.820374,48.129715,64.002151,480420,5984280
"3122",0.533333,0.494949,313,4,750,48.12941,64.00193,480570,5984280
"3123",0.539823,0.494949,313,4,764.852905,48.129406,64.001938,480720,5984280
"3124",0.46,0.41573,313,4,831.925476,48.129406,64.002159,480870,5984280
"3125",0.470085,0.489362,411,5,885.889404,48.129402,64.001709,481020,5984280
"3126",0.393939,0.478261,411,5,998.598999,48.129402,64.001488,481170,5984280
"3127",0.368421,0.441441,411,5,1114.85425,48.129097,64.001938,481320,5984280
"3128",0.445255,0.454545,411,5,1167.30456,48.129402,64.002167,481470,5984280
"3129",0.426471,0.433962,411,5,1198.87451,48.129089,64.002167,481620,5984280
"3130",0.422222,0.333333,411,5,1332.21619,48.128784,64.001488,481770,5984280
"3131",0.448276,0.34,411,5,1381.95508,48.128784,64.001259,481920,5984280
"3132",0.382353,0.423423,411,5,1475.80481,48.126469,64.001259,482070,5984280
"3133",0.424658,0.431193,411,5,1489.46301,48.126472,63.998062,482220,5984280
"3134",0.391304,0.46087,411,5,1609.96899,48.125862,63.998062,482370,5984280
"3135",0.434783,0.415094,411,5,1678.39209,48.126472,63.998055,482520,5984280
"3136",0.462069,0.451327,411,5,1755.70496,48.125858,63.998055,482670,5984280
"3137",0.428571,0.478261,411,5,1772.28662,48.125244,63.997616,482820,5984280
"3139",-0.259259,-0.2,411,5,1916.71594,48.125244,63.997608,483120,5984280
"3335",0.106383,0.240506,312,4,42.426407,49.650246,64.544975,478770,5984130
"3336",0.391304,0.333333,312,4,60,49.338409,64.333977,478920,5984130
"3337",0.376344,0.342105,312,4,108.166542,49.45953,64.514259,479070,5984130
"3338",0.370787,0.324675,312,4,216.333084,48.411774,64.480797,479220,5984130
"3339",0.340659,0.306667,312,4,283.01944,48.134483,64.006927,479370,5984130
"3340",0.218182,0.298701,312,4,349.857117,48.134178,64.006927,479520,5984130
"3341",0.333333,0.306667,312,4,416.773315,48.134487,64.006927,479670,5984130
"3342",0.445545,0.333333,312,4,523.92749,48.134483,64.006943,479820,5984130
"3343",0.081967,0.428571,112,2,536.656311,48.130348,64.003059,479970,5984130
"3344",0,0.129412,112,2,603.738342,48.133255,64.006042,480120,5984130
"3345",0.176471,0.098901,112,2,724.982788,48.13063,64.003052,480270,5984130
"3346",0.465347,0.48,313,4,804.984497,48.130325,64.002831,480420,5984130
"3347",0.490566,0.434783,313,4,872.066528,48.13063,64.002831,480570,5984130
"3348",0.560976,0.518519,313,4,898.999451,48.131241,64.002838,480720,5984130
"3349",0.528455,0.5,313,4,966.074524,48.13063,64.002838,480870,5984130
"3350",0.445378,0.42268,411,5,1060.66016,48.130322,64.00238,481020,5984130
"3351",0.333333,0.449541,411,5,1049.57129,48.131241,64.002838,481170,5984130
"3352",0.397059,0.439252,411,5,1206.73108,48.131241,64.002838,481320,5984130
"3353",0.486842,0.482759,411,5,1328.49536,48.130322,64.002838,481470,5984130
"3354",0.428571,0.347368,411,5,1368.53931,48.131237,64.003067,481620,5984130
"3355",0.445255,0.340206,411,5,1415.09717,48.130318,64.002846,481770,5984130
"3356",0.446809,0.386139,411,5,1489.46301,48.128006,64.002396,481920,5984130
"3357",0.48,0.472727,411,5,1583.19299,48.127392,63.999184,482070,5984130
