"X","Y","X1999.09.13_TPZ","X1999.09.13_NDVI","X2002.08.20_TPZ","X2002.08.20_NDVI","CLC06","CLC06_p_lato","odl_od_morza","InsCalk_1999.09","InsCalk_2002.08"
469020,5968260,-999,-999,21.177185,0.341772,312,4,9528.15332,49.371841,65.09256
458730,5968350,-999,-999,21.957275,0.407407,411,5,5504.08008,48.292309,64.121262
469290,5968350,-999,-999,24.173462,0.333333,312,4,9601.875,47.671665,63.59214
471720,5968380,-999,-999,28.751221,0.163636,243,3,11100.3652,46.219643,62.222591
466740,5968440,-999,-999,21.355316,0.325,312,4,8123.854,53.271214,68.12722
473310,5968440,-999,-999,38.84375,-0.008264,211,3,12135.8066,48.682686,64.465363
466560,5968500,-999,-999,21.886505,0.308642,312,4,7981.63525,52.781185,67.82412
472590,5968590,-999,-999,26.749725,0.321429,211,3,11535.1855,48.200024,64.044296
462360,5968620,-999,-999,19.236328,0.411765,211,3,6173.00586,52.530514,67.305534
469230,5968620,-999,-999,29.441711,0.254902,211,3,9344.65039,46.256538,62.316044
470370,5968620,-999,-999,28.751221,0.171717,211,3,10032.9707,47.072216,63.05526
468600,5968650,-999,-999,20.562531,0.342466,312,4,8964.12891,48.3755,64.210899
470040,5968680,-999,-999,26.953491,0.309524,211,3,9778.06738,46.22681,62.290848
458130,5968770,-999,-999,22.61319,0.401869,411,5,5006.04639,47.83744,63.717537
453390,5968800,-999,-999,20.863953,0.452991,231,3,5663.64746,48.288067,64.118057
462840,5968800,-999,-999,25.820862,0.333333,211,3,6162.28027,47.192242,63.181293
463680,5968800,-999,-999,19.223724,0.514563,313,4,6476.10986,47.804649,62.926941
467070,5968800,-999,-999,19.837433,0.404762,312,4,7981.86084,49.050884,64.82074
471600,5968800,-999,-999,29.780212,0.128713,211,3,10713.6973,46.527187,62.575844
473520,5968920,-999,-999,22.924347,0.470085,231,3,11944.5596,47.743279,63.635284
472620,5968950,-999,-999,27.043182,0.333333,211,3,11290.5273,47.186298,63.138702
473790,5968950,-999,-999,22.645905,0.5,231,3,12119.4434,48.282341,64.112869
458940,5968980,-999,-999,20.51886,0.403846,411,5,4917.52978,48.293285,64.121109
471510,5969100,-999,-999,31.824615,0.08,211,3,10436.8965,46.344048,62.412155
463440,5969130,-999,-999,18.419159,0.537037,311,4,6078.46191,54.307251,69.204117
463110,5969160,-999,-999,20.162415,0.382716,313,4,5930.97803,49.123169,64.845901
468780,5969160,-999,-999,27.903656,0.274725,312,4,8645.10254,46.9366,62.917656
472470,5969160,-999,-999,27.671326,0.339286,211,3,11034.8633,48.058716,63.892426
473580,5969160,-999,-999,24.561371,0.446429,231,3,11822.627,48.230686,64.067482
458460,5969190,-999,-999,23.67984,0.436364,411,5,4633.03369,48.28054,64.111313
465030,5969190,-999,-999,19.010468,0.350649,312,4,6667.96826,48.641075,64.464439
468690,5969190,-999,-999,24.428589,0.309524,312,4,8570.13379,46.458809,62.476898
462090,5969220,-999,-999,23.139923,0.266667,211,3,5516.16699,45.249252,61.322903
474420,5969220,-999,-999,23.640076,0.39823,211,3,12109.0791,48.282806,64.11451
466020,5969280,-999,-999,19.970642,0.4,312,4,7036.9668,48.680573,64.497093
473250,5969280,-999,-999,21.589661,0.530435,412,5,11500.374,48.839394,64.603149
470340,5969310,-999,-999,22.168579,0.270588,211,3,9485.41016,46.647724,62.643604
472980,5969310,-999,-999,21.243073,0.45614,412,5,11285.7432,48.330269,64.150826
465330,5969340,-999,-999,19.995697,0.376623,312,4,6667.96826,48.515911,64.356628
466380,5969400,-999,-999,19.665344,0.384615,312,4,7111.07568,47.374931,63.335861
469530,5969430,-999,-999,21.594543,0.491228,231,3,8873.91699,48.171951,64.017601
472530,5969430,-999,-999,26.241913,0.326087,211,3,10882.5596,46.84967,62.822353
459210,5969460,-999,-999,21.445892,0.388889,411,5,4494.99707,48.277737,64.109276
463260,5969460,-999,-999,18.512054,0.494949,311,4,5704.73486,39.476398,56.085827
457290,5969490,-999,-999,21.913147,0.438596,411,5,4260,48.553577,64.350342
453090,5969520,-999,-999,22.82785,0.32,211,3,5084.97803,48.280758,64.112679
453300,5969520,-999,-999,22.311676,0.440678,211,3,5018.61523,48.280746,64.112671
457230,5969550,-999,-999,21.783203,0.425926,411,5,4200,48.566643,64.364906
457380,5969550,-999,-999,24.293945,0.396226,411,5,4200,48.280167,64.11232
472980,5969550,-999,-999,24.474976,0.294118,211,3,11118.6328,48.282711,64.1157
468300,5969580,-999,-999,21.361206,0.277778,312,4,8030.25537,52.534061,67.729942
470130,5969580,-999,-999,27.199127,0.102041,231,3,9143.85059,47.54903,63.461609
455280,5969610,-999,-999,22.373901,0.474576,231,3,4337.56836,48.946457,64.696472
474090,5969640,-999,-999,27.119812,0.433333,231,3,11593.8652,48.275307,64.107712
467160,5969670,-999,-999,20.688232,0.376623,312,4,7305.47754,47.706299,63.621445
470100,5969670,-999,-999,26.854553,0.134021,231,3,9056.32422,48.280506,64.113571
455220,5969700,-999,-999,25.857147,0.314286,231,3,4263.80127,48.278767,64.111267
459240,5969700,-999,-999,20.274597,0.446429,411,5,4266.01709,48.213875,64.053139
453810,5969730,-999,-999,21.947083,0.387755,231,3,4648.54834,48.278568,64.111084
473460,5969730,-999,-999,24.996765,0.4,231,3,11280.9971,48.277634,64.110695
452880,5969760,-999,-999,21.773804,0.33945,211,3,4930.32471,48.270042,64.100861
453450,5969790,-999,-999,20.767731,0.451327,231,3,4712.96094,48.277981,64.110641
454290,5969820,-999,-999,20.754364,0.462963,231,3,4411.63232,48.277615,64.110397
473820,5969820,-999,-999,26.790192,0.401869,231,3,11325.626,48.273476,64.106369
472950,5969850,-999,-999,20.776489,0.443299,412,5,10891.4873,47.995014,63.861038
463770,5969940,-999,-999,18.684906,0.458333,311,4,5475.22607,42.001396,58.644474
468360,5970030,-999,-999,22.027069,0.382716,312,4,7690.12988,46.79258,62.738979
464520,5970060,-999,-999,20.24469,0.317647,211,3,5662.29639,42.998878,59.54454
473850,5970060,-999,-999,25.432922,0.464286,231,3,11114.1396,48.271034,64.104568
470220,5970090,-999,-999,29.266296,0.09434,211,3,8827.24219,48.277287,64.111687
455520,5970180,-999,-999,21.89212,0.426087,231,3,3730.14746,48.325352,64.153992
469590,5970180,-999,-999,25.77713,0.45614,231,3,8336.76172,48.273163,64.107361
473400,5970210,-999,-999,23.016235,0.420561,231,3,10811.2021,48.269516,64.103455
453750,5970330,-999,-999,19.979523,0.35,313,4,4101.12158,48.275818,64.110344
465840,5970330,-999,-999,19.229218,0.435294,313,4,6035.66895,48.773376,64.559845
469860,5970360,-999,-999,25.868591,0.385965,231,3,8383.75195,47.557732,63.469749
463440,5970390,-999,-999,21.794556,0.475728,231,3,4928.49853,47.282585,63.228798
473790,5970390,-999,-999,21.594543,0.474576,231,3,10786.1582,48.26767,64.102104
454350,5970420,-999,-999,19.665344,0.376623,312,4,3823.20557,48.268269,64.102257
455220,5970420,-999,-999,22.765411,0.373494,312,4,3568.86548,48.383797,64.205193
470280,5970420,-999,-999,20.595795,0.458333,311,4,8633.79981,48.828362,64.593399
472380,5970420,-999,-999,20.142334,0.490196,231,3,10086.1143,48.273155,64.107925
473580,5970420,-999,-999,22.843231,0.483333,231,3,10679.4102,48.267368,64.101875
472560,5970480,-999,-999,20.882538,0.111111,231,3,10179.7295,47.905655,63.778938
474540,5970510,-999,-999,25.716614,0.435897,231,3,10988.0713,48.298866,64.130676
468120,5970540,-999,-999,21.130951,0.333333,313,4,7135.33447,47.628101,63.543011
455100,5970570,-999,-999,22.154419,0.390244,211,3,3463.0188,48.58469,64.382393
463350,5970570,-999,-999,27.199127,0.431193,211,3,4727.45166,48.34185,64.169357
472620,5970570,-999,-999,19.934357,0.509091,231,3,10165.5303,48.265865,64.100761
475110,5970570,-999,-999,31.315216,0.084112,211,3,11200.8926,48.274693,64.110786
465270,5970750,-999,-999,19.907715,0.421687,312,4,5388.07031,49.098099,64.85775
472500,5970750,-999,-999,19.384064,0.563636,311,4,9955.52637,48.200474,64.042511
473460,5970750,-999,-999,23.615417,0.472727,231,3,10328.4121,48.264008,64.099411
474150,5970750,-999,-999,22.843231,0.443478,231,3,10602.3584,48.263992,64.099403
475350,5970750,-999,-999,27.574249,0.111111,211,3,11149.4307,48.283371,64.121361
457320,5970810,-999,-999,18.197174,0.142857,411,5,2940,48.264099,64.099236
466620,5970810,-999,-999,19.809723,0.450549,313,4,6057.32617,47.909401,63.802505
472230,5970870,-999,-999,19.532166,0.480769,311,4,9674.38379,48.255478,64.092819
469740,5970930,-999,-999,20.939972,0.294118,313,4,7891.31152,48.27198,64.109062
454860,5970960,-999,-999,21.793274,0.350649,312,4,3149.85718,48.277382,64.114044
457800,5970960,-999,-999,18.197174,0.052632,411,5,2795.80054,48.262661,64.098167
469740,5970960,-999,-999,20.932892,0.304348,313,4,7870.12695,48.271675,64.108849
457530,5970990,-999,-999,21.790375,0.462185,231,3,2760,48.26548,64.10154
467160,5970990,-999,-999,21.263214,0.351351,312,4,6228.23389,48.229012,64.081306
456330,5971020,-999,-999,25.483459,0.37037,211,3,2767.97754,48.875065,64.638588
471810,5971080,-999,-999,25.443909,0.333333,231,3,9220.59668,48.978676,64.729721
462720,5971110,-999,-999,21.179169,0.47541,231,3,3975.08496,48.234657,64.072289
453600,5971140,-999,-999,21.264984,0.358974,312,4,3386.81274,48.331123,64.162918
454680,5971170,-999,-999,22.369843,0.367089,312,4,3007.34106,48.276756,64.114922
470610,5971170,-999,-999,20.03949,0.382716,313,4,8296.55957,48.29987,64.133957
474570,5971170,-999,-999,36.360565,0.016393,211,3,10415.3154,48.290611,64.124619
474840,5971200,-999,-999,32.840149,-0.008,211,3,10518.498,48.17778,64.031708
467820,5971260,-999,-999,23.003143,0.342466,312,4,6378.22852,47.087635,63.053814
475590,5971260,-999,-999,25.5961,0.471074,242,2,10813.5332,47.927925,63.804092
466830,5971320,-999,-999,23.29541,0.315789,312,4,5766.0127,49.134815,64.882912
470280,5971410,-999,-999,19.674744,0.458333,313,4,7895.4165,47.578308,63.49284
456720,5971440,-999,-999,30.376343,0.277108,211,3,2313.11475,48.842281,64.611664
457500,5971440,-999,-999,20.956421,0.375,243,3,2310,48.264133,64.101837
456360,5971470,-999,-999,24.809845,0.410526,211,3,2317.00244,48.659313,64.451027
472320,5971470,-999,-999,21.152374,0.522124,243,3,9250.75684,48.259933,64.097687
458850,5971560,-999,-999,20.217377,0.528455,231,3,2365.62891,48.330933,64.159538
464370,5971590,-999,-999,19.619965,0.489362,311,4,4226.16846,45.329037,61.488728
467640,5971590,-999,-999,25.520233,0.289474,312,4,6006.97119,48.299458,64.139145
457800,5971620,-999,-999,24.069946,0.45614,242,2,2137.59204,48.262276,64.100479
454170,5971680,-999,-999,19.96109,0.4,312,4,2690.81763,48.268372,64.10746
473070,5971680,-999,-999,20.107758,0.510204,311,4,9320.15527,48.257774,64.096107
467190,5971740,-999,-999,21.61145,0.342466,312,4,5618.33594,49.047585,64.797638
467070,5971770,-999,-999,20.680908,0.386667,312,4,5525.21484,49.032219,64.790665
467220,5971770,-999,-999,21.123962,0.368421,312,4,5611.2832,49.589153,65.271484
472260,5971770,-999,-999,20.754364,0.45098,243,3,8947.89941,48.256874,64.095444
472740,5971770,-999,-999,20.882538,0.282051,311,4,9119.45703,48.256863,64.095444
460770,5971860,-999,-999,19.169128,0.414141,411,5,2589.92285,48.702744,64.487656
469920,5971890,-999,-999,21.056519,0.514019,313,4,7299.31494,48.258961,64.098228
470700,5971950,-999,-999,26.436157,0.287129,231,3,7813.83398,48.983845,64.737061
453300,5971980,-999,-999,28.324005,0.238095,123,1,2724.05957,48.952675,64.710747
467700,5971980,-999,-999,22.469574,0.324324,312,4,5743.25684,47.560829,63.4841
469650,5972040,-999,-999,18.934235,0.484536,313,4,7004.98389,48.502911,64.312737
451470,5972070,-999,-999,18.212067,-0.234043,511,6,3328.24268,48.251663,64.090012
460740,5972070,-999,-999,21.960297,0.415094,411,5,2381.36523,48.254288,64.093376
467640,5972100,-999,-999,23.717377,0.350649,312,4,5612.88672,48.595509,64.402954
469500,5972130,-999,-999,21.622955,0.517241,313,4,6837.10449,48.570473,64.374481
451860,5972160,-999,-999,33.346283,-0.146341,123,1,3080.81152,47.520073,63.439373
471720,5972160,-999,-999,22.083252,0.486726,243,3,8402.41016,47.735832,63.633904
461430,5972190,-999,-999,20.808746,0.45283,411,5,2495.05518,48.249798,64.088806
451860,5972220,-999,-999,20.816193,-0.25,123,1,3025.39258,48.072906,63.931923
457290,5972220,-999,-999,30.044708,0.176471,122,1,1530,48.262657,64.103333
475140,5972250,-999,-999,32.332947,0,211,3,9726.89551,48.258381,64.099152
457470,5972310,-999,-999,27.021149,0.247059,312,4,1440,48.258495,64.098984
465450,5972310,-999,-999,19.254425,0.494505,313,4,4160.38477,49.292267,65.014244
463710,5972400,-999,-999,19.137512,0.494505,311,4,3206.63379,40.805969,57.283001
475230,5972400,-999,-999,32.332947,0,211,3,9634.11133,48.639225,64.432022
459840,5972430,-999,-999,19.112518,0.473684,313,4,1755.70496,48.250671,64.090706
472770,5972430,-999,-999,23.460449,0.32,231,3,8512.39063,48.250134,64.0905
452310,5972460,-999,-999,32.625366,0.225806,123,1,2635.3938,48.254089,64.094383
459990,5972460,-999,-999,19.243195,0.454545,313,4,1774.06311,48.250359,64.090477
463920,5972460,-999,-999,20.145325,0.448276,311,4,3246.79834,47.371361,63.308636
462150,5972490,-999,-999,20.658722,0.491228,411,5,2482.94189,48.249084,64.09024
470040,5972490,-999,-999,23.362152,0.433628,231,3,6962.58594,48.256065,64.097389
454380,5972550,-999,-999,33.112793,0.142857,122,1,1802.49829,48.259483,64.100952
453000,5972610,-999,-999,22.994934,0.428571,312,4,2250.79981,48.258976,64.100555
461280,5972610,-999,-999,19.48468,0.528302,312,4,2049.24365,48.24876,64.089325
469530,5972640,-999,-999,24.925171,0.448276,231,3,6491.24023,48.257591,64.099426
463290,5972670,-999,-999,20.653198,0.36,311,4,2777.22876,46.775635,62.784695
471030,5972670,-999,-999,28.949432,0.22,211,3,7573.14355,48.260117,64.102295
453120,5972700,-999,-999,21.490814,0.422222,312,4,2123.22876,48.353577,64.184349
457290,5972700,-999,-999,21.840424,0.376623,312,4,1050,48.589844,64.393463
465210,5972730,-999,-999,19.530853,0.510204,313,4,3677.66235,45.45929,61.566963
469680,5972760,-999,-999,25.811096,0.46087,231,3,6515.25147,48.253326,64.095383
461610,5972790,-999,-999,19.056702,0.514563,311,4,2005.51733,48.249519,64.090919
474060,5972790,-999,-999,23.733795,0.346939,231,3,8747.50781,48.249672,64.091469
455160,5972820,-999,-999,21.695496,0.342466,312,4,1290.34876,48.259911,64.102554
476130,5972820,-999,-999,33.346283,0.155556,211,3,9698.68066,48.963673,64.723328
474450,5972880,-999,-999,23.082611,0.511811,231,3,8844.70996,48.245514,64.08712
452670,5972910,-999,-999,29.257813,0.172414,112,2,2087.10327,48.252701,64.094658
462030,5972940,-999,-999,20.072571,0.519231,311,4,2026.0553,48.245354,64.08683
465690,5972940,-999,-999,19.884552,0.392405,312,4,3786.3042,49.529411,65.139862
469080,5972970,-999,-999,20.562531,0.4,312,4,5939.69678,48.626396,64.416397
458070,5973000,-999,-999,21.263214,0.333333,312,4,814.98468,48.40163,64.227081
458400,5973000,-999,-999,19.464325,0.342105,312,4,865.852173,48.254635,64.097458
462540,5973000,-999,-999,20.630005,0.469388,411,5,2184.03296,48.243423,64.086365
456600,5973030,-999,-999,20.731842,0.342105,312,4,750,50.346512,65.928177
470760,5973030,-999,-999,25.619629,0.45614,242,2,7127.7627,48.253777,64.097
471840,5973090,-999,-999,23.632263,0.346154,242,2,7563.62988,48.253128,64.096542
464160,5973120,-999,-999,20.032043,0.368421,313,4,2779.82007,50.337608,65.931549
465210,5973150,-999,-999,20.365509,0.458824,313,4,3330.54053,43.573341,59.868576
452520,5973180,-999,-999,26.370575,0.369565,112,2,1889.04736,48.946812,64.705772
466470,5973180,-999,-999,19.530853,0.466667,312,4,4033.96826,50.154732,65.629181
460380,5973240,-999,-999,19.709412,0.483871,313,4,1158.0155,48.245609,64.088287
474300,5973240,-999,-999,22.537079,0.435897,231,3,8456.59473,48.241848,64.084435
461370,5973270,-999,-999,20.467804,0.382716,312,4,1471.224,48.245255,64.088051
461400,5973270,-999,-999,20.525757,0.384615,312,4,1481.89063,48.245255,64.088043
456090,5973300,-999,-999,21.172089,0.414634,313,4,560.446228,48.251724,64.095276
459540,5973300,-999,-999,20.292755,0.351351,313,4,836.779541,48.248329,64.091431
459750,5973300,-999,-999,24.13736,0.425532,313,4,902.496521,48.245033,64.087852
461700,5973300,-999,-999,18.931732,0.376623,312,4,1560,48.244934,64.087807
464490,5973330,-999,-999,19.189667,0.471264,313,4,2779.49634,53.177269,68.359535
452820,5973360,-999,-999,26.693939,0.341176,123,1,1612.7616,49.066612,64.804893
464250,5973360,-999,-999,20.324371,0.454545,313,4,2621.01123,53.917953,68.690216
458160,5973450,-999,-999,28.873322,0.247312,242,2,390,51.620094,66.956383
454920,5973480,-999,-999,20.394775,0.494505,313,4,740.945313,50.755943,66.257614
457680,5973480,-999,-999,28.80304,0.259259,242,2,276.586334,48.215294,64.063354
465750,5973480,-999,-999,19.058167,0.494737,313,4,3370.83081,49.118721,64.885963
466560,5973480,-999,-999,21.172089,0.36,312,4,3860.68652,45.867535,61.93531
457470,5973510,-999,-999,23.526947,0.308642,242,2,240,48.976486,64.734695
468210,5973510,-999,-999,20.641846,0.333333,312,4,4948.18164,48.262978,64.108337
458940,5973540,-999,-999,20.594299,0.369863,312,4,453.982391,48.149494,64.005997
470970,5973540,-999,-999,22.238861,0.342105,312,4,6849.72998,47.521164,63.448986
477870,5973540,-999,-999,20.158813,0.443478,231,3,9627.89648,48.235489,64.078529
453270,5973570,-999,-999,32.332947,0.073684,123,1,1261.42773,48.245186,64.088814
456870,5973570,-999,-999,24.42749,0.305556,312,4,180,48.252151,64.096893
455640,5973600,-999,-999,20.490723,0.483871,313,4,400.249908,48.973595,64.731735
458580,5973600,-999,-999,29.540192,0.340206,242,2,313.209198,51.483963,66.829544
471210,5973630,-999,-999,25.469147,0.36,312,4,6847.16748,48.919022,64.683456
472170,5973660,-999,-999,28.67688,0.257732,231,3,7148.88086,48.244076,64.088615
452640,5973690,-999,-999,40.812103,-0.148936,123,1,1370.83911,48.002094,63.872574
464580,5973720,-999,-999,19.420105,0.376623,312,4,2504.5957,45.698925,61.838371
470910,5973720,-999,-999,22.719269,0.368421,312,4,6660,48.885883,64.65519
462810,5973780,-999,-999,23.53714,0.464286,231,3,1570.63684,48.248375,64.095169
465120,5973780,-999,-999,19.039276,0.494737,313,4,2773.66187,45.353409,61.519432
470850,5973780,-999,-999,23.285858,0.358974,312,4,6583.88965,48.253479,64.094994
474570,5973840,-999,-999,23.781067,0.377358,231,3,8052.35986,48.238953,64.083595
471960,5973870,-999,-999,19.515442,0.458333,312,4,6879.42578,48.23872,64.083389
452820,5973930,-999,-999,33.851318,0.135135,123,1,1081.66541,47.502518,63.42458
471060,5974020,-999,-999,23.99881,0.333333,312,4,6429.31543,48.233009,64.080345
466260,5974110,-999,-999,19.584381,0.510204,313,4,3186.50269,49.302338,65.027672
464820,5974140,-999,-999,20.197418,0.351351,312,4,2305.12476,47.581013,63.521725
466320,5974140,-999,-999,20.525482,0.525773,313,4,3204.94922,49.343815,65.031906
454680,5974170,-999,-999,22.847717,0.285714,312,4,174.928558,48.942101,64.703735
462420,5974170,-999,-999,21.619781,0.422222,312,4,1053.42297,48.242493,64.088608
464430,5974170,-999,-999,18.764374,0.392405,312,4,2047.26648,33.287983,51.115097
471180,5974170,-999,-999,21.671967,0.402299,312,4,6327.72461,48.245411,64.092163
473610,5974230,-999,-999,31.453857,0.217391,211,3,7258.88428,48.402794,64.229111
470070,5974290,-999,-999,25.202728,0.37037,231,3,5766.0127,48.240952,64.087585
465660,5974320,-999,-999,19.986511,0.369863,313,4,2638.97705,48.924828,64.692963
462060,5974380,-999,-999,20.646851,0.384615,312,4,724.982788,48.780159,64.559998
474000,5974380,-999,-999,25.882477,0.27619,211,3,7312.25,47.496548,63.424454
461490,5974500,-999,-999,22.34848,0.382716,313,4,390,48.239178,64.086159
475170,5974500,-999,-999,26.155151,0.269231,211,3,7774.22656,47.563488,63.486031
471300,5974530,-999,-999,23.374969,0.46087,231,3,6025.81934,47.815651,63.707718
464760,5974560,-999,-999,21.130951,0.386667,312,4,1934.94189,47.818222,63.719345
469320,5974620,-999,-999,20.684723,0.351351,312,4,4987.31397,48.960121,64.720978
475200,5974620,-999,-999,22.903137,0.446429,231,3,7677.71436,47.494656,63.423321
474780,5974650,-999,-999,22.422607,0.569231,231,3,7445.86475,48.230698,64.07753
465330,5974680,-999,-999,19.043488,0.386667,313,4,2151.02295,46.587128,62.578194
461310,5974710,-999,-999,22.238861,0.474747,313,4,123.693169,49.711567,65.378838
461820,5974740,-999,-999,20.688232,0.386667,312,4,305.941162,48.23671,64.084351
476850,5974740,-999,-999,29.675201,0.211009,243,3,8158.67627,47.870148,63.759132
472260,5974770,-999,-999,23.225739,0.52,231,3,6160.23535,48.315094,64.151543
473820,5974800,-999,-999,22.646881,0.407407,231,3,6855.90234,48.225945,64.072754
474810,5974830,-999,-999,23.72171,0.387387,231,3,7305.84717,48.228977,64.076271
477240,5974830,-999,-999,32.332947,0.017241,211,3,8199.28027,47.514084,63.445637
477210,5974860,-999,-999,32.332947,0.034483,211,3,8160.88232,47.572861,63.498116
473220,5974890,-999,-999,22.632721,0.39823,231,3,6493.66602,47.673096,63.582745
468510,5974950,-999,-999,22.420319,0.324324,312,4,4179.05469,47.42271,63.366425
469800,5974980,-999,-999,20.337433,0.431818,312,4,5093.99658,48.547955,64.355957
477570,5975010,-999,-999,29.780212,0.102804,211,3,8146.09131,47.651443,63.569202
471780,5975040,-999,-999,24.164398,0.442308,231,3,5721.27588,48.226784,64.074638
463800,5975070,-999,-999,29.780212,0.178947,112,2,948.683289,42.617577,59.260246
470580,5975100,-999,-999,27.194397,0.266667,231,3,5249.31445,48.229446,64.077858
477570,5975100,-999,-999,29.266296,0.082569,211,3,8061.96631,48.245453,64.096123
467910,5975130,-999,-999,22.878632,0.315068,312,4,3612.47827,48.264919,64.117928
474750,5975160,-999,-999,32.332947,0.082569,211,3,6992.83203,48.16925,64.024727
476400,5975190,-999,-999,30.292969,0.169811,211,3,7589.46631,48.633133,64.435501
474210,5975220,-999,-999,22.393951,0.415929,231,3,6670.59961,48.221664,64.069611
466680,5975250,-999,-999,20.14856,0.466667,311,4,2631.80542,50.235142,65.866913
462960,5975280,-999,-999,30.292969,0.011236,112,2,308.868896,48.231144,64.080276
471480,5975340,-999,-999,22.403168,0.462963,231,3,5333.76025,48.22374,64.072388
464160,5975370,-999,-999,31.315216,0.04,112,2,931.933472,45.824814,61.928711
467760,5975400,-999,-999,20.005798,0.52,311,4,3322.55933,46.327248,62.36422
472710,5975430,-999,-999,26.425812,0.285714,231,3,5782.61182,48.22279,64.071701
468300,5975460,-999,-999,22.949036,0.315068,312,4,3669.94556,48.985184,64.752838
472740,5975460,-999,-999,26.325073,0.381818,231,3,5769.05518,48.222477,64.071472
474750,5975490,-999,-999,22.457855,0.431193,231,3,6701.82813,48.218895,64.067589
472110,5975520,-999,-999,23.343109,0.454545,231,3,5420.37842,48.221874,64.07103
478890,5975580,-999,-999,19.141632,0.457627,231,3,8118.70068,48.44136,64.261101
463620,5975790,-999,-999,31.315216,0.038961,112,2,276.586334,49.481331,65.157227
472650,5975880,-999,-999,27.717682,0.05,231,3,5353.21387,48.199966,64.053452
477060,5975910,-999,-999,30.804626,0.072727,211,3,7125.23682,48.171127,64.028625
464640,5975940,-999,-999,20.554382,0.410256,313,4,742.765076,42.29834,58.611561
464940,5976030,-999,-999,21.411285,0.352113,312,4,890.954529,46.373013,62.435089
475830,5976030,-999,-999,21.860107,0.459459,231,3,6612.32959,47.950352,63.82991
477270,5976060,-999,-999,40.321503,-0.027027,211,3,7058.42041,48.83783,64.616737
463770,5976090,-999,-999,23.383972,0.333333,112,2,123.693169,48.039505,63.91333
475170,5976090,-999,-999,21.794556,0.439252,231,3,6311.41846,48.715885,64.506821
467580,5976180,-999,-999,19.096466,0.5,311,4,2651.73535,49.224297,64.972847
472590,5976180,-999,-999,37.356903,0.043478,242,2,5058.27051,48.522247,64.338699
470910,5976210,-999,-999,27.253021,0.257732,243,3,4317.70752,48.188343,64.032913
476400,5976210,-999,-999,37.356903,-0.009346,211,3,6621.91797,48.224445,64.076828
470040,5976240,-999,-999,20.348083,-0.116279,512,6,3994.05811,48.214611,64.065628
466920,5976300,-999,-999,19.572266,0.384615,311,4,2100.21436,42.689949,58.921673
467190,5976450,-999,-999,19.757599,0.4,311,4,2185.06299,46.755333,62.689732
476670,5976450,-999,-999,22.561615,0.422222,313,4,6482.01367,48.212391,64.064529
469110,5976540,-999,-999,20.646851,0.376623,313,4,3456.25513,48.25322,64.120483
478020,5976570,-999,-999,27.045074,0.378641,242,2,6866.06885,48.458145,64.282715
473280,5976660,-999,-999,22.238861,0.349398,312,4,4960.26221,48.099007,63.964211
474570,5976660,-999,-999,22.897949,0.333333,313,4,5554.61963,48.213829,64.066322
479190,5976720,-999,-999,20.215332,0.452632,313,4,7106.70801,48.413841,64.242447
466140,5976750,-999,-999,20.578094,0.515152,313,4,1213.79565,47.837143,63.774811
469320,5976780,-999,-999,21.152374,0.462366,311,4,3281.53931,53.698597,68.73687
475560,5976780,-999,-999,22.855896,0.433628,231,3,5815.43652,48.189846,64.04467
477960,5976810,-999,-999,23.786194,0.479675,242,2,6622.12207,48.211792,64.064964
477870,5976840,-999,-999,23.394318,0.395833,242,2,6558.75732,48.087486,63.954102
464640,5976870,-999,-999,21.415771,0.253731,331,4,84.852814,42.479736,58.567219
472860,5976870,-999,-999,25.795593,0.351852,242,2,4575.07373,47.982952,63.865181
467580,5976900,-999,-999,20.480377,0.456522,311,4,2163.74683,47.82827,63.780056
478410,5976960,-999,-999,32.332947,0.073171,211,3,6661.48633,48.213531,64.067551
477720,5977020,-999,-999,30.804626,0.051546,211,3,6334.61914,48.209702,64.063446
467760,5977050,-999,-999,20.063385,0.394737,313,4,2193.28516,49.645569,65.378922
472500,5977050,-999,-999,26.338104,0.346154,242,2,4253.02246,48.201702,64.053856
478560,5977080,-999,-999,41.301758,-0.014706,211,3,6592.90527,48.881851,64.654709
471300,5977110,-999,-999,18.736847,-0.181818,512,6,3635.94556,48.205688,64.059113
476280,5977110,-999,-999,31.315216,0.115385,313,4,5730.07861,46.742561,62.752068
466290,5977170,-999,-999,20.921997,0.39759,312,4,1039.66345,44.380993,60.671814
476820,5977200,-999,-999,31.824615,-0.035088,211,3,5832.8208,48.476936,64.300697
466380,5977230,-999,-999,20.323273,0.384615,312,4,1060.66016,49.460949,65.191017
475290,5977260,-999,-999,30.292969,0.089109,211,3,5275.2251,48.492233,64.315231
475860,5977260,-999,-999,38.349213,-0.029126,211,3,5455.13525,49.598892,65.275864
475500,5977290,-999,-999,32.840149,0.018868,211,3,5312.62647,50.048325,65.679535
471900,5977320,-999,-999,22.807373,0.358025,313,4,3730.14746,47.337517,63.296471
472650,5977320,-999,-999,20.348083,-0.115385,512,6,4078.78662,48.203506,64.057541
478320,5977350,-999,-999,35.360077,0.009174,243,3,6264.18408,47.469475,63.405727
473010,5977410,-999,-999,29.962311,0.111111,242,2,4173.55957,46.846245,62.83466
477300,5977530,-999,-999,34.858215,0.008403,211,3,5700.0791,48.449059,64.275597
466560,5977590,-999,-999,20.433899,0.361111,312,4,954.829834,45.960884,62.06559
467280,5977590,-999,-999,19.995697,0.421687,312,4,1482.19434,50.756321,66.321342
