X,Y,1999-09-13_TPZ,1999-09-13_NDVI,2002-08-20_TPZ,2002-08-20_NDVI,CLC06,CLC06_p_lato,odl_od_morza,InsCalk_1999-09,InsCalk_2002-08
470430,5968350,-999,-999,29.780212,0.096774,211,3,10279.6299,48.639374,64.447937
473130,5968350,-999,-999,34.858215,0.016667,211,3,12077.04,48.735058,64.512985
474210,5968380,-999,-999,27.199127,0.061728,211,3,12809.1572,48.221298,64.054001
474270,5968380,-999,-999,30.292969,0.152174,211,3,12830.6387,48.172363,64.019424
470160,5968440,-999,-999,30.292969,0.1,211,3,10040.7275,47.835464,63.737442
470730,5968470,-999,-999,27.717682,0.11828,211,3,10378.8291,50.887318,66.392265
472830,5968470,-999,-999,31.096436,0.138211,211,3,11785.2666,49.727341,65.384605
473190,5968470,-999,-999,33.092072,0.301887,211,3,12031.0469,49.294357,64.994057
474120,5968470,-999,-999,32.332947,0.04878,211,3,12688.9717,47.819168,63.701115
473880,5968530,-999,-999,24.406311,0.211538,211,3,12474.5176,48.289848,64.119667
459180,5968560,-999,-999,24.474976,0.359223,411,5,5372.01074,48.287025,64.116112
471720,5968560,-999,-999,25.113129,0.229167,243,2,10969.708,48.381893,64.232925
462600,5968620,-999,-999,21.252716,0.486239,211,3,6251.8877,57.996605,71.529587
467940,5968620,-999,-999,20.115326,0.342105,312,5,8611.72461,48.00399,63.898094
469620,5968620,-999,-999,26.158539,0.172414,211,3,9570.42285,47.530445,63.453789
462480,5968650,-999,-999,21.614288,0.425743,211,3,6185.53174,56.668213,70.56842
453210,5968680,-999,-999,20.448517,0.528455,231,4,5836.13721,47.70636,63.601517
470820,5968680,-999,-999,25.930786,0.176471,211,3,10275.9961,48.108292,63.924988
474420,5968680,-999,-999,28.235046,0.051724,211,3,12607.2119,47.875546,63.754059
474300,5968710,-999,-999,31.824615,-0.009524,211,3,12534.4365,47.939423,63.809605
463110,5968740,-999,-999,27.335236,0.321101,211,3,6318.54395,51.70575,67.104645
463170,5968770,-999,-999,27.127014,0.182796,211,3,6314.62598,50.693878,66.246635
467130,5968770,-999,-999,19.472809,0.390244,312,5,8039.32813,48.304146,64.151337
462510,5968800,-999,-999,25.639984,0.27619,211,3,6052.71826,50.369911,65.886467
462720,5968800,-999,-999,24.824799,0.358491,211,3,6120.66162,50.172863,65.787994
469980,5968860,-999,-999,30.292969,0.233645,211,3,9600.09375,48.125217,63.994255
472320,5968860,-999,-999,30.192139,0.27451,211,3,11153.9092,47.658611,63.569931
472800,5968860,-999,-999,28.79599,0.195876,211,3,11479.6563,47.262543,63.206818
467130,5968890,-999,-999,20.200958,0.410256,312,5,7938.3877,47.038254,63.025333
468960,5968920,-999,-999,28.759003,0.27907,211,3,8944.73047,44.275791,60.486687
473820,5968920,-999,-999,24.254852,0.512195,231,4,12161.8457,48.282143,64.112526
472170,5968950,-999,-999,29.412781,0.2,211,3,10986.9238,48.858734,64.632736
470040,5969010,-999,-999,29.780212,0.140187,211,3,9522.10547,48.138634,64.005569
453600,5969070,-999,-999,20.977753,0.438017,231,4,5341.09522,48.285301,64.116028
472500,5969070,-999,-999,26.360321,0.339286,211,3,11120.8994,47.411541,63.325359
462090,5969130,-999,-999,24.625977,0.414141,211,3,5600.44629,42.882404,59.138401
453030,5969160,-999,-999,24.371094,0.296296,211,3,5445.4751,48.284424,64.115387
471900,5969160,-999,-999,30.804626,0.142857,211,3,10650.8447,48.288544,64.138451
472470,5969310,-999,-999,28.715851,0.153846,211,3,10926.4678,48.058998,63.904495
472320,5969340,-999,-999,29.780212,0.178947,211,3,10801.042,45.735249,61.836998
474420,5969340,-999,-999,23.77002,0.491803,211,3,11998.875,48.281586,64.113609
471480,5969370,-999,-999,30.292969,0.094017,211,3,10217.3232,47.459442,63.416473
472290,5969370,-999,-999,29.266296,0.148515,211,3,10758.6289,47.661888,63.573795
465180,5969430,-999,-999,19.439575,0.367089,312,5,6520.4292,48.43008,64.281754
469020,5969430,-999,-999,21.888306,0.315789,312,5,8562.41211,48.601223,64.330032
469500,5969430,-999,-999,22.130371,0.392157,231,4,8855.08301,48.167446,64.013535
462120,5969490,-999,-999,20.126221,0.522124,211,3,5274.71338,47.506664,63.394081
465060,5969490,-999,-999,18.931732,0.350649,312,5,6413.05713,48.765278,64.576508
467340,5969520,-999,-999,19.430145,0.384615,312,5,7530.05957,47.735558,63.648064
463230,5969580,-999,-999,18.547058,0.5,311,5,5582.33838,43.310364,59.682022
471810,5969610,-999,-999,28.235046,0.122807,211,3,10255.6572,46.91103,62.903549
473400,5969610,-999,-999,24.611145,0.46789,412,5,11370.4746,48.278862,64.111595
474810,5969610,-999,-999,25.783386,0.227723,211,3,11915.251,48.278828,64.111588
464640,5969640,-999,-999,19.074707,0.460674,311,5,6093.17627,48.410652,64.268738
471750,5969640,-999,-999,27.45517,0.327434,211,3,10193.0273,46.91293,62.905827
472110,5969670,-999,-999,27.199127,0.132075,211,3,10417.4326,46.516872,62.54884
471870,5969700,-999,-999,27.717682,0.06422,211,3,10230.3955,46.902557,62.899361
474720,5969700,-999,-999,26.103424,0.24,211,3,11795.2275,48.277912,64.110909
471930,5969760,-999,-999,27.199127,0.072727,211,3,10227.9326,47.25388,63.212505
472380,5969760,-999,-999,29.158295,0.270833,211,3,10542.9834,47.417862,63.352978
468510,5969820,-999,-999,19.348328,0.454545,312,5,7948.18848,41.772007,58.393887
473520,5969820,-999,-999,24.961609,0.441441,231,4,11218.6367,48.276718,64.110016
471420,5969850,-999,-999,26.602905,0.188679,211,3,9816.00781,44.824879,61.012451
469410,5969940,-999,-999,25.919037,0.357798,242,2,8404.98047,48.178207,64.021515
472290,5969970,-999,-999,28.715851,0.287129,211,3,10331.0264,47.579388,63.490158
464700,5970000,-999,-999,20.259796,0.44086,211,3,5796.13672,45.241646,61.388432
467760,5970000,-999,-999,20.826569,0.333333,312,5,7380.24414,45.455788,61.582565
454860,5970090,-999,-999,22.123474,0.433962,231,4,3987.29224,48.27483,64.10836
464160,5970090,-999,-999,21.702942,0.391304,211,3,5487.70459,45.257912,61.400757
466140,5970120,-999,-999,19.549866,0.392405,312,5,6369.75684,49.21917,64.961906
470160,5970150,-999,-999,28.235046,0.066667,211,3,8742.41406,48.273514,64.106506
473130,5970210,-999,-999,22.228302,0.474747,412,5,10713.4023,48.272751,64.107101
472350,5970240,-999,-999,22.592285,0.546875,211,3,10186.668,47.960991,63.83213
463170,5970270,-999,-999,27.513489,0.365385,242,2,4926.03272,46.846031,62.837696
464820,5970270,-999,-999,21.821899,0.387755,211,3,5608.07471,50.61797,66.099556
466260,5970330,-999,-999,20.534424,0.390244,312,5,6257.06787,45.973484,62.06517
469350,5970330,-999,-999,22.967987,0.578125,231,4,8066.65381,48.273922,64.108261
458430,5970360,-999,-999,19.590454,0.5,411,5,3472.23267,48.271843,64.106224
457470,5970420,-999,-999,18.957245,0.52459,411,5,3330,48.584595,64.38076
464310,5970450,-999,-999,19.428162,0.54386,311,5,5219.82764,59.413216,72.130249
464820,5970450,-999,-999,19.960785,0.515152,311,5,5447.12744,54.335678,69.08474
463980,5970480,-999,-999,26.47525,0.346939,211,3,5058.53711,49.220322,64.942329
455550,5970540,-999,-999,26.134735,0.377358,211,3,3371.36475,48.276657,64.112289
470730,5970570,-999,-999,26.159973,0.203883,211,3,8819.43848,48.939281,64.69162
465120,5970600,-999,-999,20.206543,0.5,313,5,5447.87109,48.654514,64.483536
469110,5970600,-999,-999,23.597595,0.412844,231,4,7705.50439,47.864365,63.746284
467760,5970630,-999,-999,22.072083,0.388235,313,5,6856.09961,47.425373,63.355957
467550,5970660,-999,-999,20.090637,0.448276,312,5,6716.31592,47.613651,63.536812
469020,5970660,-999,-999,22.206177,0.428571,231,4,7601.61182,47.534359,63.447617
455790,5970690,-999,-999,31.289917,0.285714,211,3,3177.16846,48.275116,64.11116
463470,5970750,-999,-999,34.034027,0.225806,211,3,4615.32227,49.447929,65.143646
468840,5970750,-999,-999,20.032043,0.368421,312,5,7417.34473,48.207573,64.050957
472980,5970750,-999,-999,22.15799,0.485714,231,4,10155.8311,48.264015,64.099411
457080,5970840,-999,-999,21.348175,0.318182,242,2,2910,48.263809,64.099014
469080,5970840,-999,-999,19.709412,0.473684,313,5,7504.13867,48.269688,64.106094
474210,5970870,-999,-999,21.7146,0.487179,231,4,10519.6963,48.262775,64.098503
468390,5970930,-999,-999,21.748596,0.350649,312,5,6990.96582,48.990891,64.74556
471330,5970930,-999,-999,21.747925,0.46087,231,4,8973.41113,48.265461,64.101738
458040,5970990,-999,-999,20.640717,0.474576,411,5,2791.77368,47.582039,63.491966
456000,5971020,-999,-999,24.620575,0.320388,211,3,2812.33008,48.270645,64.10685
475260,5971020,-999,-999,38.84375,-0.04918,211,3,10868.1182,48.496452,64.311455
455970,5971080,-999,-999,25.2435,0.326531,211,3,2759.51074,48.429031,64.248337
474840,5971080,-999,-999,35.080841,0.191919,211,3,10623.9824,48.127346,63.986988
474960,5971080,-999,-999,39.829926,-0.042017,211,3,10679.4941,47.698669,63.604233
456480,5971110,-999,-999,27.761566,0.292035,211,3,2664.43237,48.267555,64.10434
470520,5971110,-999,-999,20.457275,0.425,313,5,8278.47852,48.273476,64.111427
462900,5971140,-999,-999,21.856628,0.466667,231,4,4024.92236,48.270119,64.097839
472230,5971140,-999,-999,23.581238,0.381818,231,4,9492.76074,48.260067,64.096497
469200,5971170,-999,-999,22.605713,0.46789,313,5,7341.72998,48.263088,64.09996
469860,5971170,-999,-999,20.525757,0.36,313,5,7795.67188,47.598648,63.509731
474840,5971200,-999,-999,32.840149,-0.008,211,3,10518.498,48.17778,64.031708
475500,5971230,-999,-999,27.654358,0.433333,211,3,10795.874,48.11058,63.967125
463350,5971260,-999,-999,29.63028,0.208333,242,2,4100.79248,53.786003,68.696037
452730,5971290,-999,-999,31.058441,0.223529,123,1,3576.92603,47.939766,63.811241
457200,5971290,-999,-999,20.223053,0.44086,243,2,2460,48.265675,64.102974
475470,5971320,-999,-999,28.751221,-0.018182,211,3,10702.6025,47.59779,63.510204
456300,5971410,-999,-999,23.9505,0.360825,211,3,2382.12085,48.545082,64.350494
462990,5971410,-999,-999,27.309113,0.276596,242,2,3813.65967,48.296654,64.007195
473310,5971410,-999,-999,23.547272,0.423423,231,4,9660.18652,48.256615,64.093231
453990,5971440,-999,-999,21.309814,0.333333,312,5,2978.92603,47.532646,63.452717
456180,5971440,-999,-999,23.112885,0.433962,211,3,2367.53027,48.270679,64.109192
475050,5971500,-999,-999,34.355286,-0.053435,211,3,10345.3037,48.192345,64.041939
463650,5971530,-999,-999,21.067627,0.538462,311,5,3962.95337,54.600895,69.47467
473730,5971530,-999,-999,23.84494,0.327103,231,4,9717.96289,48.256062,64.093575
475440,5971530,-999,-999,37.356903,-0.056911,211,3,10504.6699,48.003078,63.872002
454800,5971560,-999,-999,21.619781,0.376623,312,5,2599.46143,48.272778,64.112
463020,5971560,-999,-999,26.444489,0.3,242,2,3690.12207,48.89019,64.386627
466890,5971560,-999,-999,21.130951,0.351351,312,5,5603.25781,48.39933,64.23027
471210,5971560,-999,-999,22.291077,0.425926,231,4,8453.50781,48.26228,64.100685
458100,5971590,-999,-999,25.392944,0.363636,243,2,2206.58106,48.259338,64.097046
458130,5971590,-999,-999,24.474976,0.291667,243,2,2210.45239,48.259335,64.097038
459210,5971590,-999,-999,18.136841,-0.050847,411,5,2408.42261,48.256031,64.093338
474570,5971650,-999,-999,33.346283,-0.057971,211,3,9994.81836,48.515465,64.325333
475440,5971650,-999,-999,33.851318,0.04065,211,3,10397.7158,48.407173,64.230011
456150,5971680,-999,-999,21.13736,0.411765,312,5,2135.90723,48.276756,64.113106
475200,5971680,-999,-999,33.851318,-0.053435,211,3,10257.0176,47.598663,63.512253
458460,5971710,-999,-999,19.850006,0.421687,243,2,2147.04443,48.258087,64.09613
475710,5971710,-999,-999,30.292969,0.0625,242,2,10468.2373,48.996964,64.751015
453720,5971740,-999,-999,20.16922,0.46988,312,5,2780.95313,48.267792,64.107025
454350,5971770,-999,-999,20.731842,0.358974,312,5,2542.75439,48.267441,64.106789
458730,5971770,-999,-999,19.196442,0.409091,312,5,2135.90723,48.257462,64.09568
474870,5971830,-999,-999,31.824615,-0.015873,211,3,9969.4834,48.262665,64.102295
455400,5971860,-999,-999,21.357117,0.350649,312,5,2139.27564,48.20826,64.055351
452790,5971890,-999,-999,34.118958,0.136364,123,1,2997.74927,48.894135,64.658417
465720,5971890,-999,-999,19.2948,0.5,313,5,4659.66748,47.731266,63.580791
452550,5971980,-999,-999,32.840149,0.148515,123,1,2998.79981,48.442322,64.262428
475020,5971980,-999,-999,32.332947,0.081081,211,3,9907.45215,47.829407,63.718212
452400,5972010,-999,-999,30.75412,-0.070175,123,1,3025.39258,48.316296,64.143585
454710,5972040,-999,-999,25.051636,0.291139,312,5,2172.67114,48.512409,64.323586
474600,5972130,-999,-999,32.332947,0.115044,211,3,9579.39941,47.517258,63.438766
475290,5972160,-999,-999,32.840149,-0.009009,211,3,9874.92285,48.258301,64.098206
474690,5972190,-999,-999,33.346283,0.027523,211,3,9567.03711,47.82074,63.708603
472170,5972220,-999,-999,22.114899,0.504,243,2,8494.02734,48.255524,64.095734
475740,5972220,-999,-999,30.804626,0.052632,211,3,10035.7061,48.27211,64.111443
451290,5972280,-999,-999,32.332947,-0.075269,123,1,3237.36011,50.109505,65.714134
451740,5972280,-999,-999,25.636444,-0.188406,123,1,3019.43701,48.959633,64.714111
468870,5972310,-999,-999,20.863953,0.407407,313,5,6286.12744,47.693573,63.600132
456000,5972340,-999,-999,30.292969,0.111111,122,1,1519.07861,48.26152,64.102463
451680,5972400,-999,-999,30.804626,0.135135,123,1,2938.46899,48.254745,64.094849
452160,5972400,-999,-999,31.035736,0.155963,123,1,2746.43408,48.254707,64.094833
475050,5972400,-999,-999,31.315216,0.025641,211,3,9552.49219,47.902874,63.783386
464220,5972430,-999,-999,19.619965,0.479167,311,5,3409.45752,52.242638,67.494537
463620,5972460,-999,-999,18.990112,0.509804,311,5,3112.6355,43.289585,59.461304
451710,5972490,-999,-999,30.804626,0.212121,123,1,2844.78467,48.253826,64.094177
462210,5972520,-999,-999,19.993408,0.533333,411,5,2482.0354,47.562691,63.477489
468840,5972520,-999,-999,21.835266,0.457944,231,4,6107.70801,48.988865,64.74501
454140,5972550,-999,-999,33.901733,0.142857,122,1,1878.77625,48.262012,64.103325
454650,5972550,-999,-999,32.708771,0.139241,122,1,1707.62988,48.259468,64.100929
470460,5972550,-999,-999,24.351044,0.391304,211,3,7236.22119,48.258678,64.100594
473190,5972550,-999,-999,21.913147,0.423423,231,4,8565.72266,48.245678,64.085938
453630,5972580,-999,-999,25.113129,0.325,122,1,2040.8822,48.259235,64.100754
469530,5972580,-999,-999,23.406311,0.457627,231,4,6533.6665,48.258408,64.100388
466110,5972610,-999,-999,20.680908,0.352113,312,5,4301.62744,48.579369,64.389748
454710,5972640,-999,-999,24.210663,0.365854,122,1,1603.52734,48.518436,64.328224
471840,5972640,-999,-999,23.368622,0.391304,242,2,7988.11621,48.256336,64.097641
465690,5972760,-999,-999,20.23587,0.478261,313,5,3930.45801,46.383858,62.389168
470880,5972760,-999,-999,27.124237,0.333333,211,3,7403.43848,48.093033,63.954899
474300,5972760,-999,-999,28.479462,0.214953,211,3,8881.82422,48.249969,64.091682
453240,5972820,-999,-999,22.755249,0.282051,112,2,1966.54517,47.642803,63.55368
466200,5972820,-999,-999,19.995697,0.392405,312,5,4169.24463,47.394222,63.336567
474360,5972820,-999,-999,24.658264,0.473684,231,4,8855.8457,48.249359,64.091232
457740,5972850,-999,-999,22.322144,0.333333,312,5,907.964783,48.257004,64.099266
474720,5972850,-999,-999,26.007629,0.102362,231,4,9001.25,48.817001,64.58989
457980,5972880,-999,-999,21.172089,0.351351,312,5,912.414368,48.252659,64.094711
464730,5972880,-999,-999,19.654877,0.435294,313,5,3286.60913,53.558811,68.497261
476160,5972880,-999,-999,32.332947,0.117117,211,3,9654.31543,48.267494,64.109009
472650,5972940,-999,-999,22.200165,0.484375,231,4,7994.25439,48.462742,64.27401
475530,5972940,-999,-999,27.717682,0.093023,211,3,9304.11231,48.267502,64.112282
468180,5973000,-999,-999,24.57547,0.407407,231,4,5311.60986,48.26387,64.108246
475980,5973000,-999,-999,30.804626,0.078431,211,3,9473.7793,48.553844,64.366333
475920,5973030,-999,-999,30.292969,0.104762,211,3,9420.42969,48.560196,64.373573
473730,5973060,-999,-999,24.948456,0.218391,211,3,8354.07129,48.246925,64.089447
476280,5973060,-999,-999,30.292969,0.099099,211,3,9533.11035,47.512802,63.435452
476490,5973060,-999,-999,22.354431,0.46087,231,4,9616.3457,48.397781,64.222275
451620,5973090,-999,-999,26.438751,-0.060241,123,1,2382.12085,47.646286,63.553143
474600,5973090,-999,-999,22.329315,0.474576,231,4,8733.29883,48.246605,64.089218
471630,5973150,-999,-999,26.391846,0.333333,242,2,7437.70117,47.61438,63.530327
464100,5973270,-999,-999,19.664734,0.535354,313,5,2619.63745,53.795856,68.695831
469470,5973300,-999,-999,20.562531,0.384615,312,5,5997.14941,48.256618,64.094376
469800,5973300,-999,-999,25.760803,0.449541,231,4,6241.87451,48.251049,64.094994
475350,5973300,-999,-999,28.996246,0.326923,211,3,8901.91504,48.766781,64.55159
465960,5973360,-999,-999,19.771759,0.478261,313,5,3586.22363,52.580711,67.816612
473160,5973360,-999,-999,26.115021,0.300971,211,3,7821.77734,48.243881,64.087196
475380,5973360,-999,-999,28.19162,0.208333,211,3,8863.97168,46.831047,62.833389
453990,5973390,-999,-999,20.500366,0.35,312,5,1154.51294,48.253983,64.098114
475410,5973390,-999,-999,25.855438,0.357798,211,3,8852.49121,47.026722,63.006142
477720,5973390,-999,-999,22.855896,0.467742,231,4,9716.75879,48.237022,64.079643
476760,5973450,-999,-999,25.155334,0.364486,231,4,9354.03613,48.939587,64.701454
460620,5973480,-999,-999,21.136261,0.468085,313,5,1015.13544,48.24316,64.086487
468900,5973480,-999,-999,22.22879,0.342466,312,5,5453.81494,48.265415,64.111954
452850,5973510,-999,-999,28.751221,0.098592,123,1,1461.09546,47.538734,63.460243
453300,5973510,-999,-999,32.840149,0.204545,123,1,1303.87878,48.34523,64.17701
462270,5973510,-999,-999,19.531525,0.483871,311,5,1609.96899,48.302074,64.138687
475560,5973540,-999,-999,25.636444,0.215686,211,3,8797.93164,48.94735,64.710503
476520,5973540,-999,-999,25.586151,0.401869,231,4,9190.23926,48.251225,64.095894
457890,5973570,-999,-999,21.309814,0.342105,312,5,218.40329,47.070599,63.04401
474930,5973570,-999,-999,29.266296,0.111111,211,3,8461.91504,48.362648,64.195786
452610,5973600,-999,-999,41.790375,-0.153846,123,1,1465.401,47.565758,63.484444
465210,5973600,-999,-999,19.584381,0.494505,313,5,2970.60596,46.383705,62.393898
474810,5973690,-999,-999,29.266296,0.052632,211,3,8298.67481,47.638496,63.550873
458730,5973720,-999,-999,23.71933,0.364706,312,5,228.47319,48.38755,64.221481
455490,5973780,-999,-999,23.651306,0.291139,312,5,276.586334,48.250107,64.095367
464610,5973780,-999,-999,20.032043,0.368421,312,5,2471.31543,47.590813,63.518272
465180,5973780,-999,-999,19.693481,0.478261,313,5,2811.68994,44.474689,60.719505
474570,5973780,-999,-999,23.05069,0.439252,231,4,8105.38721,48.238449,64.082733
475950,5973780,-999,-999,28.176361,0.214953,211,3,8741.53906,47.694321,63.601349
477210,5973780,-999,-999,31.824615,0.052632,211,3,9183.33301,48.597664,64.400421
453240,5973840,-999,-999,37.356903,0.013699,123,1,1015.13544,48.243179,64.087685
473310,5973870,-999,-999,29.780212,0.097345,211,3,7442.17725,48.970512,64.729897
473370,5973900,-999,-999,30.292969,0.145455,211,3,7445.86475,48.819176,64.595963
473760,5973930,-999,-999,26.369446,0.105263,211,3,7594.26758,47.548271,63.47068
472920,5973960,-999,-999,29.905365,0.271028,211,3,7178.0918,48.160709,64.017647
473670,5973990,-999,-999,23.576355,0.539568,211,3,7499.87988,48.180676,64.03112
452760,5974020,-999,-999,22.478394,-0.178571,123,1,1020.4411,48.231689,64.075378
453390,5974020,-999,-999,36.360565,0.014925,123,1,797.119812,48.414104,64.239822
476520,5974020,-999,-999,27.281616,0.351852,211,3,8737.41992,48.243546,64.089569
459780,5974050,-999,-999,20.892334,0.438202,312,5,201.246124,50.046761,65.660782
477420,5974050,-999,-999,27.170197,0.313131,231,4,8994.49805,48.365635,64.183609
467130,5974080,-999,-999,20.525757,0.394737,313,5,3807.16431,47.770195,63.685917
470850,5974080,-999,-999,23.474518,0.333333,312,5,6300.28564,48.199974,64.050621
473670,5974080,-999,-999,26.597626,0.214953,211,3,7419.71045,48.242176,64.088188
476550,5974080,-999,-999,28.668243,0.219048,211,3,8689.95996,48.242931,64.089111
462840,5974110,-999,-999,22.231171,0.504762,231,4,1288.25464,48.246319,64.092697
473040,5974110,-999,-999,34.360504,0.25,211,3,7101.38721,48.109791,63.968277
469530,5974140,-999,-999,20.310547,0.44186,312,5,5473.00635,48.796047,64.578529
475590,5974170,-999,-999,31.315216,0.057851,211,3,8245.14356,48.242035,64.088448
453000,5974200,-999,-999,30.830566,-0.039216,123,1,764.852905,47.737755,63.638035
477390,5974230,-999,-999,31.315216,-0.018868,231,4,8814.74316,47.489952,63.419037
462930,5974260,-999,-999,24.770111,0.347368,142,2,1194.36169,48.244781,64.091553
462840,5974290,-999,-999,26.317932,0.037594,112,2,1127.29761,48.244476,64.091331
477330,5974290,-999,-999,34.858215,0.034483,211,3,8738.24316,48.244064,64.091103
476640,5974320,-999,-999,28.457764,0.307692,211,3,8490.84766,48.278137,64.121429
475470,5974380,-999,-999,26.792175,0.285714,231,4,8004.99853,48.219677,64.068184
473220,5974440,-999,-999,26.340271,0.315315,211,3,6896.08594,48.223808,64.072693
477450,5974470,-999,-999,30.804626,0.137255,211,3,8609.58203,48.708912,64.505783
475890,5974500,-999,-999,34.039642,0.16,211,3,8056.82959,48.739182,64.526749
474960,5974530,-999,-999,25.192139,0.254902,211,3,7640.34668,48.202789,64.050171
476910,5974560,-999,-999,25.520233,0.34,243,2,8348.41309,48.231285,64.079269
467520,5974620,-999,-999,21.166595,0.333333,312,5,3669.94556,46.393524,62.449371
471810,5974620,-999,-999,22.268707,0.478992,231,4,6123.60205,48.231068,64.077774
461310,5974650,-999,-999,20.685486,0.504762,313,5,174.928558,48.240894,64.088699
475770,5974650,-999,-999,31.824615,0.066667,211,3,7870.98486,47.544121,63.465752
477570,5974650,-999,-999,27.766693,0.364486,211,3,8483.7959,47.829079,63.726536
465600,5974710,-999,-999,19.445526,0.333333,313,5,2300.82593,49.196861,64.965164
466290,5974770,-999,-999,19.950897,0.368421,311,5,2736.58545,49.756641,65.440674
468570,5974770,-999,-999,21.744965,0.361111,312,5,4348.24121,47.020432,63.011963
475680,5974800,-999,-999,33.093597,0.203704,211,3,7697.44092,48.641907,64.441391
475950,5974860,-999,-999,32.51825,0.236364,211,3,7752.43164,48.642128,64.440567
462870,5974890,-999,-999,26.410736,0.373913,112,2,603.738342,48.235954,64.0839
474330,5974890,-999,-999,27.199127,0.292929,211,3,7018.20508,48.06517,63.932289
474690,5974920,-999,-999,29.567749,0.25,211,3,7167.23779,48.503979,64.316589
477690,5974920,-999,-999,30.804626,0.333333,211,3,8273.09473,48.93531,64.703125
463650,5974980,-999,-999,23.190643,0.333333,142,2,941.54126,47.407185,63.317787
475770,5975010,-999,-999,30.087585,0.240741,211,3,7543.07617,48.55526,64.365082
478170,5975010,-999,-999,29.266296,0.106796,211,3,8361.87793,49.434658,65.141472
464400,5975040,-999,-999,22.803925,0.324675,312,5,1339.62683,46.907261,62.922733
470730,5975040,-999,-999,22.349335,0.490909,231,4,5359.1792,48.230045,64.0783
473670,5975040,-999,-999,24.29892,0.377358,231,4,6574.38232,48.223507,64.070953
476430,5975040,-999,-999,23.362152,0.431193,243,2,7741.27881,48.233147,64.081924
477150,5975040,-999,-999,30.20517,0.309091,211,3,7971.19824,48.730324,64.520241
464520,5975070,-999,-999,21.309814,0.342105,312,5,1373.79041,46.937309,62.944374
466890,5975100,-999,-999,21.063507,0.462366,311,5,2885.30762,51.369495,66.753227
464190,5975160,-999,-999,21.947693,0.323944,112,2,1123.29871,42.469093,58.830956
463710,5975220,-999,-999,25.113129,0.244444,112,2,774.20929,47.443184,63.37648
473130,5975220,-999,-999,21.880859,0.441441,231,4,6159.06641,48.221687,64.069611
469800,5975250,-999,-999,22.44986,0.418605,312,5,4882.26367,50.186684,65.78006
473880,5975250,-999,-999,24.153137,0.418182,231,4,6483.67969,48.221363,64.069382
477540,5975280,-999,-999,31.424103,0.309091,211,3,7883.20996,48.240383,64.091118
476790,5975430,-999,-999,32.332947,0.126214,211,3,7485.16553,48.231861,64.082062
477750,5975430,-999,-999,29.266296,0.225225,211,3,7819.93603,48.242081,64.093651
475710,5975460,-999,-999,25.211029,0.357798,211,3,7106.51807,47.49992,63.42746
476490,5975490,-999,-999,25.62973,0.377358,211,3,7333.32813,48.030895,63.90258
476790,5975580,-999,-999,28.235046,0.207547,211,3,7342.83301,48.382233,64.216156
477690,5975610,-999,-999,31.315216,0.103448,211,3,7630.26855,48.236252,64.087776
473070,5975640,-999,-999,26.158539,0.010989,211,3,5760.70313,48.864899,64.637863
476460,5975640,-999,-999,27.199127,0.129412,211,3,7181.53906,48.727406,64.518028
476250,5975700,-999,-999,26.679413,0.212766,211,3,7058.229,48.222439,64.072662
476250,5975730,-999,-999,26.582184,0.314286,211,3,7029.80078,48.815815,64.594467
477690,5975760,-999,-999,27.24762,0.371429,211,3,7489.49268,47.754013,63.659237
478890,5975760,-999,-999,27.710938,0.355932,211,3,7953.22559,51.505318,66.926102
472740,5975790,-999,-999,27.199127,0.012346,211,3,5473.91064,48.843895,64.621277
475170,5975790,-999,-999,20.257111,0.469388,311,5,6586.34961,48.21582,64.065338
475890,5975850,-999,-999,23.9505,0.272727,231,4,6802.06592,47.482529,63.414513
477060,5975850,-999,-999,30.804626,0.084112,211,3,7181.1001,47.634064,63.551064
473190,5975940,-999,-999,27.717682,-0.02439,211,3,5555.18652,48.943859,64.708168
476100,5975970,-999,-999,26.722382,0.383178,211,3,6754.73145,48.044197,63.914349
473400,5976000,-999,-999,26.679413,-0.012346,211,3,5595.94482,48.039253,63.909031
477630,5976120,-999,-999,24.180298,0.409524,211,3,7131.48633,48.81369,64.594109
476940,5976150,-999,-999,36.859283,0.102804,211,3,6858.00244,48.231514,64.084595
477780,5976180,-999,-999,24.082336,0.391304,211,3,7130.91846,48.221497,64.073395
479310,5976180,-999,-999,21.795013,0.358025,313,5,7657.99561,49.405777,65.084244
472920,5976210,-999,-999,26.094849,0.170213,242,2,5191.38721,48.307495,64.152481
473190,5976210,-999,-999,27.199127,0.011494,211,3,5312.96533,48.222168,64.073166
477930,5976210,-999,-999,31.803253,0.176471,211,3,7161.52197,48.894341,64.665543
477990,5976270,-999,-999,34.549561,0.166667,211,3,7130.79248,47.887997,63.777149
472950,5976360,-999,-999,25.636444,0.076923,211,3,5072.04102,48.232819,64.086761
467130,5976390,-999,-999,19.240051,0.402597,311,5,2185.06299,44.18092,60.386757
474570,5976420,-999,-999,24.637299,0.466667,231,4,5775.29199,48.209499,64.060394
478050,5976480,-999,-999,33.010956,0.267857,242,2,6960.58203,47.973736,63.853889
475860,5976570,-999,-999,21.634766,0.373494,313,5,6109.5498,48.283733,64.125656
478620,5976600,-999,-999,26.158539,-0.013699,211,3,7071.66895,46.945824,62.937965
468630,5976690,-999,-999,20.905243,0.438202,313,5,3092.3291,51.149776,66.652695
477480,5976750,-999,-999,27.717682,-0.031579,211,3,6490.06152,48.215706,64.06897
478560,5976750,-999,-999,26.158539,0,211,3,6910.1665,48.215668,64.06913
