X,Y,1999-09-13_TPZ,1999-09-13_NDVI,2002-08-20_TPZ,2002-08-20_NDVI,CLC06,CLC06_p_lato,odl_od_morza,InsCalk_1999-09,InsCalk_2002-08
477180,5976810,-999,-999,27.199127,0.011765,211,3,6328.50684,48.218311,64.072327
476490,5976840,-999,-999,38.349213,0.009009,211,3,6054.05664,48.40316,64.234329
476940,5976900,-999,-999,39.337372,0.009901,211,3,6155.92383,48.217403,64.071655
469410,5976930,-999,-999,20.090637,0.489796,311,5,3157.84741,49.844296,65.514481
477240,5976930,-999,-999,26.679413,-0.04878,211,3,6236.03223,48.869896,64.645508
472080,5976990,-999,-999,22.957428,0.442308,243,2,4105.61816,48.20689,64.06002
472980,5976990,-999,-999,29.266296,0.092593,211,3,4525.22949,47.549217,63.480724
476790,5977020,-999,-999,37.356903,-0.018519,211,3,5990.16699,48.216003,64.07029
467130,5977050,-999,-999,20.109314,0.489362,311,5,1739.48267,48.058689,63.969078
476520,5977230,-999,-999,32.840149,-0.027523,211,3,5699.21045,48.214039,64.069191
477690,5977260,-999,-999,35.360077,0.007874,211,3,6101.81103,48.25528,64.10495
479490,5977260,-999,-999,31.344879,0.221053,211,3,6678.75732,48.225098,64.078583
477390,5977320,-999,-999,35.360077,0,211,3,5928.5498,47.492233,63.424347
477270,5977410,-999,-999,31.824615,0.034483,211,3,5799.39648,47.747181,63.652878
474240,5977440,-999,-999,36.360565,0.063063,211,3,4707.70654,49.236027,64.969688
472350,5977470,-999,-999,21.228485,0.425532,243,2,3810.47241,47.983509,63.858875
473910,5977470,-999,-999,30.00415,0.183673,211,3,4551.40625,49.452911,65.150253
479610,5977470,-999,-999,27.744965,0.188119,211,3,6517.46094,48.031303,63.90419
473430,5977500,-999,-999,28.993073,0.24,211,3,4307.69092,48.378548,64.215736
477000,5977500,-999,-999,34.355286,0.024,211,3,5618.25586,48.200558,64.054436
473730,5977530,-999,-999,26.452209,0.33945,211,3,4427.92285,49.703762,65.376633
474570,5977530,-999,-999,31.315216,0.111111,243,2,4752.13623,48.53212,64.351257
467640,5977560,-999,-999,20.173798,0.414634,313,5,1776.09119,50.122875,65.795815
474090,5977620,-999,-999,30.974518,0.237113,211,3,4483.97168,49.748283,65.42321
479220,5977740,-999,-999,27.305939,0.288462,243,2,6138.57471,48.202339,64.058044
471210,5977770,-999,-999,19.275238,-0.130435,312,5,3014.96265,48.198765,64.054169
475650,5977770,-999,-999,34.858215,0.037037,211,3,4904.70166,46.907997,62.906212
475710,5977770,-999,-999,36.360565,-0.00885,211,3,4923.74853,47.530373,63.465485
476970,5977770,-999,-999,24.063751,0.544828,211,3,5354.64307,48.898239,64.668884
478440,5977950,-999,-999,29.62384,0.102804,211,3,5718.99463,48.196964,64.052818
478050,5977980,-999,-999,35.360077,0.150442,211,3,5579.83887,48.878578,64.653732
475050,5978010,-999,-999,30.343292,0.235294,211,3,4488.08398,48.090961,63.959625
477150,5978010,-999,-999,37.853577,-0.050847,211,3,5199.78857,48.232849,64.087036
473040,5978070,-999,-999,24.697327,0.436893,243,2,3619.57178,50.942608,66.44812
479430,5978070,-999,-999,20.1745,0.5,242,2,5891.39209,48.190891,64.043518
473010,5978100,-999,-999,24.637299,0.388889,243,2,3578.05811,50.752167,66.272331
467550,5978130,-999,-999,20.337433,0.417722,313,5,1317.953,40.947765,57.738327
477630,5978130,-999,-999,40.812103,-0.009901,211,3,5281.36328,48.20047,64.057449
468510,5978250,-999,-999,21.019104,0.407407,312,5,1653.26953,47.376545,63.175598
477450,5978280,-999,-999,41.790375,-0.012048,211,3,5072.83936,48.535801,64.351219
478470,5978310,-999,-999,33.851318,-0.036364,211,3,5378.12256,48.196529,64.05378
478110,5978340,-999,-999,37.853577,-0.042017,211,3,5260.61768,48.196224,64.053558
476880,5978430,-999,-999,20.867767,0.566434,211,3,4707.70654,48.150734,64.014191
477960,5978430,-999,-999,40.321503,-0.010309,211,3,5126.40234,48.195313,64.052887
477180,5978460,-999,-999,37.356903,-0.042017,211,3,4797.93701,47.954468,63.839878
478110,5978520,-999,-999,37.356903,-0.048387,211,3,5086.30518,48.197624,64.055878
475080,5978550,-999,-999,24.824921,0.235294,211,3,3984.46997,47.474525,63.41188
476280,5978550,-999,-999,32.840149,-0.016667,211,3,4378.86963,48.194977,64.048141
477600,5978580,-999,-999,37.356903,-0.012048,211,3,4853.14355,48.328579,64.168694
479130,5978610,-999,-999,27.199127,0.106796,211,3,5284.17432,48.570419,64.383331
477330,5978700,-999,-999,39.337372,-0.026087,211,3,4640.79736,48.305626,64.151253
474930,5978760,-999,-999,29.94986,0.247525,211,3,3737.86035,49.263855,64.992813
477990,5978760,-999,-999,31.58844,0.185185,211,3,4824.03369,47.619019,63.540539
472200,5978820,-999,-999,22.085663,0.363636,243,2,2549.11743,47.4687,63.434845
467160,5978880,-999,-999,20.072571,0.483871,311,5,509.116882,44.03228,60.408375
478170,5978880,-999,-999,21.360809,0.571429,211,3,4751.47363,48.193943,64.053169
477600,5978940,-999,-999,31.824615,0.145631,211,3,4523.53857,48.193298,64.052444
477900,5979030,-999,-999,31.170349,0.196078,211,3,4540.31934,48.189186,64.048386
478380,5979030,-999,-999,20.93454,0.558621,211,3,4660.82617,48.19241,64.052048
470850,5979060,-999,-999,20.810486,0.472527,313,5,1705.7843,47.348724,63.315453
474660,5979090,-999,-999,20.777863,0.443299,512,6,3339.85034,48.178383,64.035873
469080,5979180,-999,-999,20.295776,0.452381,313,5,902.496521,47.599312,63.471249
471660,5979180,-999,-999,23.477661,0.419355,211,3,1972.25757,49.46349,65.160637
475200,5979210,-999,-999,27.273682,0.27619,211,3,3396.49829,48.589287,64.402832
477930,5979300,-999,-999,25.319092,0.415929,211,3,4286.22217,48.543968,64.360878
468270,5979360,-999,-999,21.471863,0.444444,311,5,517.88031,48.736332,64.522713
478710,5979360,-999,-999,29.266296,0.016129,211,3,4440.20264,48.345387,64.189476
478140,5979390,-999,-999,29.726288,0.184466,211,3,4249.5293,48.182281,64.04203
472800,5979420,-999,-999,20.457275,0.392405,312,5,2322.43408,46.883621,62.917015
477120,5979420,-999,-999,19.812286,0.018182,512,6,3894.22656,47.970169,63.851463
479850,5979420,-999,-999,29.266296,0.094737,211,3,4754.50293,49.450966,65.151573
478680,5979450,-999,-999,27.199127,0.024793,211,3,4345.34228,48.194592,64.056213
477720,5979480,-999,-999,28.235046,0.083333,211,3,4060.20947,48.191063,64.05233
478050,5979510,-999,-999,28.235046,0.076923,211,3,4110.98535,48.174744,64.028717
478440,5979510,-999,-999,20.348816,0.566434,211,3,4220.52148,48.189392,64.050499
478950,5979510,-999,-999,31.824615,0.008403,211,3,4373.52246,48.193974,64.055771
479130,5979510,-999,-999,31.824615,0.008547,211,3,4430.36133,48.065353,63.941006
478950,5979540,-999,-999,31.824615,0.017241,211,3,4345.13525,48.193794,64.055595
478080,5979570,-999,-999,27.717682,0.145631,211,3,4060.20947,48.738144,64.530121
471450,5979630,-999,-999,34.108551,0.142857,211,3,1475.80481,46.797661,62.816376
477870,5979630,-999,-999,27.717682,0.12,211,3,3952.03735,47.698738,63.61377
469980,5979660,-999,-999,19.548126,0.5,313,5,764.852905,42.961365,59.33432
477930,5979660,-999,-999,28.960907,0.223301,211,3,3937.32153,47.842422,63.741676
478980,5979660,-999,-999,31.315216,0.008547,211,3,4240.625,48.285004,64.136566
478020,5979690,-999,-999,29.078094,0.211538,211,3,3929.08398,48.182457,64.043442
477780,5979780,-999,-999,28.236298,0.252336,211,3,3783.80762,47.809387,63.711113
475320,5979810,-999,-999,30.804626,0.038462,211,3,2865.2749,49.500885,65.205429
478830,5979840,-999,-999,29.266296,0.051724,211,3,4022.46191,48.18325,64.044487
470040,5979900,-999,-999,20.072571,0.5,313,5,595.482971,48.584026,64.223419
473100,5979900,-999,-999,21.309814,0.333333,312,5,1999.22485,48.09639,63.988735
476220,5979900,-999,-999,31.669647,0.213483,211,3,3097.41821,48.177666,64.033302
472650,5979960,-999,-999,19.812286,0,312,5,1772.79443,48.630032,64.408974
479850,5979960,-999,-999,29.780212,0.092784,211,3,4250.7998,47.453194,63.394363
478830,5979990,-999,-999,23.583588,0.538462,211,3,3880.21899,48.356564,64.19944
479700,5980020,-999,-999,25.636444,0.1,211,3,4139.78272,47.478867,63.417114
479130,5980110,-999,-999,30.292969,0,211,3,3861.15259,48.191086,64.054939
475350,5980200,-999,-999,28.235046,0.140351,211,3,2507.10986,49.550018,65.235634
477120,5980200,-999,-999,18.197174,-0.125,512,6,3175.46851,48.167568,64.028641
471990,5980230,-999,-999,21.219055,0.350649,312,5,1221.18799,52.675983,67.84269
479190,5980230,-999,-999,31.824615,0,211,3,3767.71826,48.189869,64.054047
479580,5980260,-999,-999,21.192902,0.478992,231,4,3872.90601,47.926281,63.81321
479850,5980320,-999,-999,22.456543,0.428571,231,4,3920.36987,48.172768,64.035057
475290,5980380,-999,-999,28.27594,0.240741,211,3,2317.58496,48.206512,64.062401
470610,5980440,-999,-999,22.591064,0.295775,312,5,375.898926,47.974182,63.881046
472050,5980470,-999,-999,20.727966,0.342857,312,5,1046.5658,46.020187,61.996712
477030,5980470,-999,-999,18.197174,-0.142857,512,6,2891.53931,48.164806,64.026611
475230,5980530,-999,-999,25.41861,0.269231,211,3,2156.03809,47.447086,63.373627
479970,5980530,-999,-999,23.738861,0.496063,231,4,3774.04297,47.92326,63.811256
477630,5980590,-999,-999,20.348083,0.15625,512,6,2962.87012,48.163578,64.025703
478500,5980710,-999,-999,29.780212,0.145631,211,3,3092.76587,48.195499,64.05732
472950,5980740,-999,-999,21.675018,0.489796,311,5,1166.91907,52.87355,68.016373
479340,5980920,-999,-999,29.160858,0.16,211,3,3170.64673,49.127316,64.878998
479130,5981010,-999,-999,27.199127,0.012346,211,3,3017.05151,48.072098,63.949974
480210,5981100,-999,-999,24.069946,0.3,211,3,3364.81787,47.973652,63.852432
479790,5981190,-999,-999,31.315216,0.081633,211,3,3099.45166,49.566139,65.256081
477870,5981250,-999,-999,18.197174,-0.125,512,6,2390.98315,48.156837,64.02076
473940,5981400,-999,-999,19.428162,0.537037,311,5,924.175293,51.150818,66.654907
472650,5981460,-999,-999,21.259277,0.342857,312,5,390,47.2556,63.246292
472740,5981520,-999,-999,20.777863,0.333333,312,5,362.491394,50.830578,66.404205
473310,5981580,-999,-999,20.413208,0.410256,313,5,540.832703,48.263714,64.161606
473160,5981760,-999,-999,20.23587,0.460674,313,5,323.109894,46.59639,62.648682
475950,5981790,-999,-999,19.565216,0.494949,311,5,1261.42773,48.831467,64.615181
475770,5982090,-999,-999,19.938446,0.39759,312,5,913.892761,48.2211,64.080498
476910,5982540,-999,-999,19.223724,0.44898,312,5,894.986023,49.097809,64.850304
475410,5982600,-999,-999,19.601135,0.484536,312,5,295.465729,47.068298,62.916641
477060,5982690,-999,-999,20.038177,0.510204,312,5,787.464294,48.144028,64.011383
478500,5982750,-999,-999,21.710968,0.358025,312,5,1166.91907,48.14397,64.011772
479130,5982780,-999,-999,24.998199,0.339623,231,4,1381.95508,48.141205,64.009293
477090,5983260,-999,-999,20.299042,0.444444,312,5,241.867737,48.633568,64.446472
478710,5983500,-999,-999,21.748596,0.358974,312,5,550.726807,48.14032,64.011215
478740,5983680,-999,-999,25.592773,0.246753,312,5,402.492249,48.448627,64.283829
478710,5983920,-999,-999,22.51767,0.307692,312,5,174.928558,48.136028,64.008064
481620,5984310,-999,-999,24.763214,0.376344,411,5,1189.83191,48.128784,64.001488
483030,5984400,-999,-999,20.138794,0.308642,411,5,1832.21179,48.124638,63.997169
482730,5984550,-999,-999,21.596954,0.406593,312,5,1531.17603,48.783737,64.577873
480330,5984610,-999,-999,20.877411,0.431818,313,5,308.868896,48.12896,64.002892
481350,5984610,-999,-999,19.410156,0.542857,313,5,792.590698,48.128952,64.002899
483150,5984850,-999,-999,21.871704,0.443478,411,5,1574.92859,48.120041,63.993793
484080,5985360,-999,-999,24.829468,0.380531,231,4,2068.47778,48.114822,63.989971
484080,5985960,-999,-999,19.601135,0.468085,311,5,1952.07581,48.1087,63.985466
470130,5977440,-999,-999,20.578796,0.518519,312,5,2893.8728,52.204243,67.502731
